transaction_date,transaction_time,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,period,season
0,8078,2,1,3.0,2,13,32,1,2
0,8224,2,1,3.75,2,25,43,1,2
0,8672,1,2,3.0,2,22,3,1,2
0,8672,1,2,3.75,0,23,10,1,2
0,8744,2,2,3.0,2,13,32,1,2
0,8746,1,1,2.5,8,4,54,1,2
0,8818,2,1,4.25,2,0,6,1,2
0,8845,2,2,2.2,2,22,4,1,2
0,8878,2,2,2.5,2,10,59,1,2
0,9060,1,1,2.5,8,4,54,1,2
0,9101,2,1,2.55,8,4,72,1,2
0,9122,2,2,3.5,4,17,21,1,2
0,9122,1,2,3.5,0,1,34,1,2
0,9203,2,1,3.0,8,5,68,1,2
0,9302,1,2,3.1,2,25,44,1,2
0,9302,1,2,3.25,0,27,17,1,2
0,9550,1,1,3.75,4,17,76,1,2
0,9816,1,2,4.5,4,17,20,1,2
0,10068,2,2,3.75,2,25,43,1,2
0,10120,2,1,3.0,8,3,23,1,2
0,10146,2,2,4.75,4,17,75,1,2
0,10202,1,2,3.0,8,5,68,1,2
0,10264,2,1,2.5,2,10,59,1,2
0,10264,1,1,3.75,0,23,0,1,2
0,10408,1,2,3.75,2,0,47,1,2
0,10408,1,2,3.5,0,1,9,1,2
0,10614,1,0,2.0,2,10,60,1,2
0,10618,1,0,3.75,2,0,47,1,2
0,10618,1,0,3.5,0,23,18,1,2
0,10666,2,2,3.0,8,5,68,1,2
0,10666,1,2,3.5,0,23,18,1,2
0,10706,2,1,4.25,2,0,48,1,2
0,10811,1,0,4.5,4,17,20,1,2
0,10833,2,1,3.0,8,3,23,1,2
0,10834,1,0,4.5,4,17,20,1,2
0,10873,1,0,3.0,8,5,68,1,2
0,10873,1,0,3.75,0,27,46,1,2
0,10888,1,0,2.5,8,5,69,1,2
0,10939,1,0,3.0,8,6,50,1,2
0,11055,2,0,3.0,8,6,63,1,2
0,11203,2,1,2.5,8,4,54,1,2
0,11204,2,2,3.0,8,3,23,1,2
0,11209,1,0,3.75,4,17,76,1,2
0,11278,1,1,2.2,2,13,33,1,2
0,11300,2,2,3.75,4,17,76,1,2
0,11300,1,2,3.0,0,27,55,1,2
0,11369,2,0,3.0,8,3,26,1,2
0,11371,2,2,3.75,2,0,5,1,2
0,11450,2,1,2.5,8,6,64,1,2
0,11457,2,0,3.5,2,13,31,1,2
0,11485,2,2,2.55,8,4,72,1,2
0,11507,2,1,3.1,2,25,44,1,2
0,11507,1,1,4.5,0,27,66,1,2
0,11515,1,1,2.5,2,10,59,1,2
0,11549,1,1,3.0,2,10,58,1,2
0,11554,2,2,3.0,8,3,23,1,2
0,11554,1,2,3.25,0,27,35,1,2
0,11558,2,2,2.5,8,4,54,1,2
0,11558,1,2,3.5,0,23,18,1,2
0,11767,1,2,3.75,4,17,76,1,2
0,11767,1,2,3.75,0,23,10,1,2
0,11809,2,0,2.5,8,4,79,1,2
0,11911,2,0,2.2,2,22,4,1,2
0,11917,1,2,3.75,2,0,47,1,2
0,12005,1,0,3.0,2,13,14,1,2
0,12056,2,1,2.5,8,3,24,1,2
0,12077,1,1,2.5,8,4,54,1,2
0,12077,1,1,3.25,0,27,35,1,2
0,12096,2,0,3.0,2,22,3,1,2
0,12101,2,0,3.75,2,25,43,1,2
0,12117,2,2,3.0,8,6,63,1,2
0,12134,2,1,3.5,2,13,31,1,2
0,12166,1,2,3.1,8,4,71,1,2
0,12304,2,0,3.0,2,0,29,1,2
0,12320,1,0,2.5,8,3,24,1,2
0,12320,1,0,3.75,0,27,46,1,2
0,12328,2,0,3.75,4,17,76,1,2
0,12385,1,2,2.5,2,13,15,0,2
0,12406,2,0,3.0,8,3,26,0,2
0,12417,2,0,3.1,2,25,44,0,2
0,12417,1,0,3.5,0,23,18,0,2
0,12467,1,1,3.75,2,25,43,0,2
0,12481,1,1,3.0,8,5,68,0,2
0,12486,1,0,2.5,8,6,64,0,2
0,12503,2,1,3.5,2,22,2,0,2
0,12539,2,0,2.5,8,4,79,0,2
0,12566,1,2,2.5,8,5,69,0,2
0,12599,1,1,3.0,2,10,58,0,2
0,12615,1,2,3.0,8,6,50,0,2
0,12621,1,1,3.1,2,25,44,0,2
0,12636,2,0,2.0,2,13,16,0,2
0,12637,2,1,2.5,8,3,24,0,2
0,12747,2,2,3.75,2,0,47,0,2
0,12786,2,1,3.1,2,25,44,0,2
0,12886,2,1,2.5,8,3,24,0,2
0,12899,2,2,2.2,2,22,4,0,2
0,12916,2,0,3.0,8,3,26,0,2
0,12952,2,0,3.75,4,17,76,0,2
0,13057,1,0,3.0,2,10,58,0,2
0,13160,2,2,4.25,2,0,6,0,2
0,13266,2,0,2.5,8,6,64,0,2
0,13268,1,1,3.75,2,0,47,0,2
0,13342,2,0,2.5,8,4,54,0,2
0,13345,2,0,2.5,2,13,15,0,2
0,13420,2,2,2.2,2,13,33,0,2
0,13454,1,1,3.75,4,17,76,0,2
0,13500,2,1,3.0,8,3,26,0,2
0,13610,1,0,3.0,8,4,78,0,2
0,13654,1,1,3.75,4,17,76,0,2
0,13668,1,0,3.0,8,4,78,0,2
0,13669,1,0,2.5,8,4,79,0,2
0,13710,2,0,2.0,2,13,16,0,2
0,13725,1,0,2.55,8,4,72,0,2
0,13727,1,0,2.5,2,10,59,0,2
0,13737,1,0,3.5,2,13,31,0,2
0,13737,1,0,3.5,0,23,18,0,2
0,13769,2,0,3.75,2,0,47,0,2
0,13828,1,1,3.0,2,13,14,0,2
0,13838,1,0,4.5,4,17,20,0,2
0,13845,2,0,3.0,2,13,32,0,2
0,13867,1,1,3.0,8,4,78,0,2
0,13891,1,2,4.75,4,17,75,0,2
0,13891,1,2,3.25,0,27,35,0,2
0,13900,1,2,2.55,8,4,72,0,2
0,13900,1,2,3.5,0,23,18,0,2
0,13924,2,1,2.5,2,13,15,0,2
0,13944,1,1,3.0,2,0,29,0,2
0,13979,1,0,3.0,8,3,26,0,2
0,13980,1,2,3.1,8,4,71,0,2
0,13980,1,2,3.5,0,23,18,0,2
0,13986,1,1,3.0,8,6,63,0,2
0,13994,2,1,3.0,2,22,3,0,2
0,14013,1,0,4.75,4,17,75,0,2
0,14026,1,0,3.0,8,5,68,0,2
0,14079,2,0,2.5,8,6,64,0,2
0,14082,1,1,3.75,2,25,43,0,2
0,14119,2,2,3.0,2,13,14,0,2
0,14149,2,2,2.2,2,22,4,0,2
0,14181,1,1,3.0,8,3,26,0,2
0,14181,1,1,4.5,0,27,66,0,2
0,14188,1,1,3.0,2,22,3,0,2
0,14196,2,0,3.0,8,6,50,0,2
0,14224,2,1,2.2,2,22,4,0,2
0,14224,1,1,3.25,0,27,35,0,2
0,14233,2,1,2.5,8,6,51,0,2
0,14241,2,1,2.5,8,4,54,0,2
0,14246,1,0,2.0,2,10,60,0,2
0,14284,1,0,3.5,4,17,21,0,2
0,14336,2,2,3.0,2,10,58,0,2
0,14385,1,0,3.1,2,25,44,0,2
0,14472,2,2,3.0,2,13,14,0,2
0,14502,1,2,3.75,4,17,76,0,2
0,14630,1,1,2.55,8,4,72,0,2
0,14631,2,0,4.0,8,4,53,0,2
0,14657,2,1,3.0,8,3,26,0,2
0,14670,1,1,4.0,8,4,53,0,2
0,14670,1,1,3.5,0,23,18,0,2
0,14684,1,0,2.5,2,10,59,0,2
0,14690,2,1,2.2,2,13,33,0,2
0,14718,2,0,3.1,2,25,44,0,2
0,14737,2,0,3.75,2,0,47,0,2
0,14755,1,2,2.5,2,10,59,0,2
0,14769,2,0,2.5,8,5,69,0,2
0,14801,2,0,3.5,4,17,21,0,2
0,14819,2,2,3.75,4,17,76,0,2
0,14981,2,2,2.2,2,13,33,0,2
0,15014,2,2,2.2,2,22,4,0,2
0,15026,1,2,3.0,2,0,61,0,2
0,15069,2,0,2.0,2,13,16,0,2
0,15174,1,1,3.5,2,22,2,0,2
0,15176,2,1,3.75,2,0,5,0,2
0,15215,1,2,3.0,8,3,23,0,2
0,15248,2,0,2.5,8,4,54,0,2
0,15260,2,0,2.5,8,6,51,0,2
0,15292,1,0,3.0,8,6,50,0,2
0,15308,1,2,3.75,2,25,43,0,2
0,15313,1,2,2.5,8,4,79,0,2
0,15313,1,2,3.25,0,27,35,0,2
0,15326,2,0,2.5,8,4,54,0,2
0,15326,1,0,3.25,0,1,37,0,2
0,15334,2,2,2.2,2,22,4,0,2
0,15359,1,0,3.1,8,4,71,0,2
0,15469,1,1,3.75,2,0,5,0,2
0,15502,2,1,2.0,2,10,60,0,2
0,15532,1,2,3.0,8,4,78,0,2
0,15546,2,1,2.5,8,4,54,0,2
0,15587,2,1,3.0,2,13,32,0,2
0,15620,2,0,3.75,2,0,47,0,2
0,15635,1,1,3.5,2,13,31,0,2
0,15657,2,1,2.0,2,10,60,0,2
0,15677,1,2,2.5,8,6,51,0,2
0,15699,2,1,3.0,8,6,63,0,2
0,15710,2,1,2.5,8,3,27,0,2
0,15713,1,1,3.0,8,4,78,0,2
0,15745,2,2,3.5,2,22,2,0,2
0,15745,1,2,3.75,0,23,10,0,2
0,15765,2,0,2.5,8,5,69,0,2
0,15766,1,2,2.45,2,25,45,0,2
0,15822,2,2,4.25,2,0,48,0,2
0,15927,2,2,2.2,2,22,4,0,2
0,15927,1,2,3.25,0,1,37,0,2
0,15929,1,0,3.0,2,13,32,0,2
0,16026,2,0,4.25,2,0,6,0,2
0,16048,1,0,2.5,2,10,59,0,2
0,16051,1,1,3.0,2,10,58,0,2
0,16051,1,1,3.75,0,23,10,0,2
0,16152,2,1,3.75,4,17,76,0,2
0,16214,2,2,3.1,8,4,71,0,2
0,16395,2,2,2.5,2,10,59,0,2
0,16401,2,0,3.1,2,25,44,0,2
0,16403,2,0,2.5,8,6,51,0,2
0,16454,2,1,3.0,8,3,26,0,2
0,16471,2,2,4.25,2,0,48,0,2
0,16497,1,1,4.0,8,4,53,0,2
0,16497,1,1,3.75,0,23,10,0,2
0,16537,2,0,4.25,2,0,6,0,2
0,16537,1,0,3.75,0,27,46,0,2
0,16558,2,0,3.5,4,17,21,0,2
0,16562,2,2,3.0,2,10,58,0,2
0,16593,1,1,4.75,4,17,75,0,2
0,16672,2,2,3.0,8,6,63,0,2
0,16694,2,2,3.0,8,3,26,0,2
0,16694,1,2,4.5,0,27,66,0,2
0,16723,1,1,2.5,8,3,27,0,2
0,16727,1,2,3.1,8,4,71,0,2
0,16738,1,2,2.5,8,6,51,0,2
0,16764,2,1,3.0,2,13,14,0,2
0,16774,2,2,4.25,2,0,6,0,2
0,16778,2,1,4.25,2,0,48,0,2
0,16856,1,0,4.0,8,4,53,0,2
0,16867,2,0,3.0,2,13,14,0,2
0,16875,1,2,3.1,8,4,71,0,2
0,16912,1,2,2.5,8,6,64,0,2
0,16942,1,2,3.0,2,0,61,0,2
0,16962,2,1,2.45,2,25,45,0,2
0,17048,2,2,4.75,4,17,75,0,2
0,17065,2,0,2.5,8,3,24,0,2
0,17130,1,0,3.0,8,5,68,0,2
0,17143,1,1,2.5,8,3,27,0,2
0,17183,1,1,3.0,2,10,58,0,2
0,17183,1,1,3.5,0,23,18,0,2
0,17252,2,1,3.0,8,3,23,0,2
0,17284,2,2,3.0,8,6,50,0,2
0,17407,2,0,2.45,2,25,45,0,2
0,17487,2,1,3.0,2,13,14,0,2
0,17501,1,0,3.0,8,6,50,0,2
0,17624,2,0,4.25,2,0,48,0,2
0,17635,1,1,3.75,2,0,47,0,2
0,17761,2,2,2.2,2,22,4,0,2
0,17813,2,0,3.0,8,6,50,0,2
0,17841,1,0,2.0,2,10,60,0,2
0,17849,1,1,4.75,4,17,75,0,2
0,17855,1,2,3.75,2,0,5,0,2
0,17855,1,2,3.5,0,23,18,0,2
0,17916,1,0,3.0,2,10,58,0,2
0,17929,2,0,2.5,8,4,79,0,2
0,17965,2,0,3.0,2,22,3,0,2
0,18031,2,2,3.75,2,0,47,0,2
0,18097,1,0,4.75,4,17,75,0,2
0,18114,1,0,2.5,2,13,15,0,2
0,18159,2,1,3.0,2,13,14,0,2
0,18195,2,0,4.25,2,0,48,0,2
0,18243,1,1,3.0,2,22,3,0,2
0,18275,2,2,2.5,8,3,24,0,2
0,18327,2,0,3.5,4,17,21,0,2
0,18364,1,0,3.5,4,17,21,0,2
0,18380,1,2,3.0,8,6,50,0,2
0,18392,1,0,3.1,8,4,71,0,2
0,18392,1,0,3.25,0,27,17,0,2
0,18414,1,0,3.0,8,6,50,0,2
0,18419,2,0,2.2,2,13,33,0,2
0,18439,1,2,2.45,2,25,45,0,2
0,18439,2,1,2.5,2,13,15,0,2
0,18517,2,2,2.0,2,13,16,0,2
0,18517,1,2,3.5,0,1,34,0,2
0,18531,2,0,4.25,2,0,6,0,2
0,18531,1,0,3.5,0,1,9,0,2
0,18615,2,2,3.0,2,0,29,0,2
0,18696,1,1,2.5,8,6,64,0,2
0,18765,1,0,3.75,2,25,43,0,2
0,18850,2,0,2.5,8,5,69,0,2
0,18897,2,2,3.75,2,0,5,0,2
0,19037,2,1,3.1,2,25,44,0,2
0,19072,2,2,4.25,2,0,48,0,2
0,19072,1,2,3.25,0,1,37,0,2
0,19119,2,2,3.5,2,13,31,0,2
0,19179,1,1,3.0,2,10,58,0,2
0,19180,2,0,2.2,2,13,33,0,2
0,19265,1,1,2.5,8,3,27,0,2
0,19309,1,1,3.75,2,0,47,0,2
0,19361,1,1,4.25,2,0,6,0,2
0,19398,2,0,2.45,2,25,45,0,2
0,19408,1,1,2.5,8,5,69,0,2
0,19416,2,0,2.5,8,6,51,0,2
0,19474,2,0,2.5,2,10,59,0,2
0,19512,2,0,2.5,2,10,59,0,2
0,19562,2,0,2.5,8,6,51,0,2
0,19613,2,0,2.5,8,6,51,0,2
0,19653,1,1,3.0,2,0,61,0,2
0,19802,2,0,2.45,2,25,45,0,2
0,19824,2,0,2.5,2,13,15,0,2
0,19870,2,1,2.5,2,13,15,0,2
0,19880,1,0,2.55,8,4,72,0,2
0,19884,2,2,3.75,2,0,5,0,2
0,19903,2,0,3.75,2,25,43,0,2
0,19965,1,2,2.0,2,10,60,0,2
0,19979,1,0,2.0,2,10,60,0,2
0,20062,1,0,2.5,8,6,64,0,2
0,20128,1,2,2.55,8,4,72,0,2
0,20136,2,1,3.0,8,4,78,0,2
0,20163,1,2,2.5,8,6,51,0,2
0,20188,2,0,3.5,2,22,2,0,2
0,20204,1,0,3.75,2,0,5,0,2
0,20311,1,0,3.1,2,25,44,0,2
0,20354,1,2,2.0,2,13,16,0,2
0,20472,1,0,3.75,2,25,43,0,2
0,20474,1,1,3.5,4,17,21,0,2
0,20498,1,0,3.5,2,13,31,0,2
0,20499,1,2,2.5,8,5,69,0,2
0,20541,1,2,2.5,2,10,59,0,2
0,20596,2,1,2.5,8,3,24,0,2
0,20637,2,0,2.5,8,4,54,0,2
0,20702,1,2,2.5,8,6,64,0,2
0,20702,1,2,3.25,0,27,35,0,2
0,20742,2,2,2.5,8,6,64,0,2
0,20763,1,2,3.0,8,4,78,0,2
0,20763,1,2,3.75,0,23,10,0,2
0,20773,1,0,2.5,8,4,79,0,2
0,20850,2,1,2.5,8,6,51,0,2
0,20872,1,2,2.5,8,3,24,0,2
0,20992,1,0,2.0,2,13,16,0,2
0,21046,1,0,3.5,4,17,21,0,2
0,21046,1,0,3.25,0,1,37,0,2
0,21122,2,2,3.75,2,25,43,0,2
0,21131,2,1,2.5,8,3,24,0,2
0,21181,1,0,2.5,8,3,24,0,2
0,21243,2,0,3.75,2,25,43,0,2
0,21353,2,1,3.0,8,5,68,0,2
0,21392,1,0,3.5,2,22,2,0,2
0,21393,1,0,4.5,4,17,20,0,2
0,21431,2,1,3.75,2,25,43,0,2
0,21465,2,2,2.2,2,13,33,0,2
0,21552,1,1,3.1,2,25,44,0,2
0,21583,2,1,4.0,8,4,53,0,2
0,21585,1,1,2.2,2,13,33,0,2
0,21620,1,0,2.5,2,13,15,0,2
0,21634,2,2,2.45,2,25,45,0,2
0,21634,1,2,3.5,0,23,18,0,2
0,21637,2,1,4.25,2,0,48,0,2
0,21647,2,1,2.0,2,13,16,0,2
0,21657,2,1,3.0,2,0,61,0,2
0,21657,1,1,4.5,0,27,66,0,2
0,21663,2,1,2.5,8,5,69,0,2
0,21663,1,1,3.0,0,27,55,0,2
0,21737,1,0,3.75,2,25,43,0,2
0,21748,1,2,2.5,8,3,27,0,2
0,21749,1,0,4.25,2,0,6,0,2
0,21822,2,0,3.5,4,17,21,0,2
0,21834,1,1,3.1,2,25,44,0,2
0,21834,1,1,3.5,0,1,9,0,2
0,21896,1,2,3.0,2,0,29,0,2
0,21896,1,2,3.25,0,27,17,0,2
0,21913,1,0,2.5,8,5,69,0,2
0,21913,1,0,3.5,0,23,18,0,2
0,22047,2,1,2.5,8,4,54,0,2
0,22068,1,0,3.0,8,5,68,0,2
0,22068,1,0,3.25,0,1,37,0,2
0,22124,1,1,2.5,8,6,51,0,2
0,22227,1,0,4.0,8,4,53,0,2
0,22260,2,0,4.0,8,4,53,0,2
0,22260,1,0,3.75,0,23,10,0,2
0,22320,2,1,2.5,8,4,79,0,2
0,22337,2,0,3.5,2,22,2,0,2
0,22337,1,0,3.5,0,1,34,0,2
0,22348,1,1,2.45,2,25,45,0,2
0,22359,1,1,3.5,2,22,2,0,2
0,22393,2,1,3.75,2,25,43,0,2
0,22393,1,1,3.5,0,1,9,0,2
0,22470,2,1,3.75,4,17,76,0,2
0,22501,1,2,3.0,8,6,63,0,2
0,22505,2,1,3.75,2,0,47,0,2
0,22523,2,0,3.75,4,17,76,0,2
0,22612,2,0,2.55,8,4,72,0,2
0,22690,1,1,3.0,2,13,14,0,2
0,22724,1,2,4.25,2,0,48,0,2
0,22780,2,1,3.0,8,4,78,0,2
0,22780,1,1,3.5,0,1,9,0,2
0,22820,2,1,3.0,8,6,63,2,2
0,22847,1,0,2.5,8,4,79,2,2
0,22854,2,2,3.0,8,3,26,2,2
0,22877,1,0,2.0,2,13,16,2,2
0,22877,1,0,4.5,0,27,66,2,2
0,22918,1,0,2.0,2,13,16,2,2
0,22982,2,0,3.0,2,13,14,2,2
0,22982,1,0,3.75,0,27,46,2,2
0,22996,1,1,2.5,2,10,59,2,2
0,23049,2,0,2.45,2,25,45,2,2
0,23145,2,0,2.2,2,22,4,2,2
0,23168,2,2,2.5,2,10,59,2,2
0,23174,2,1,3.1,8,4,71,2,2
0,23193,2,1,3.0,2,22,3,2,2
0,23261,2,1,3.75,2,25,43,2,2
0,23299,1,0,4.5,4,17,20,2,2
0,23345,1,2,2.5,8,4,79,2,2
0,23345,1,2,3.5,0,1,9,2,2
0,23390,1,0,2.5,8,5,69,2,2
0,23413,2,0,4.75,4,17,75,2,2
0,23434,2,2,3.0,2,0,29,2,2
0,23435,1,0,3.0,2,13,32,2,2
0,23435,1,0,3.75,0,27,46,2,2
0,23462,2,2,3.0,8,4,78,2,2
0,23522,1,0,4.75,4,17,75,2,2
0,23524,1,1,3.0,8,6,50,2,2
0,23556,2,2,2.5,8,4,54,2,2
0,23615,2,1,2.5,8,6,64,2,2
0,23633,2,0,4.0,8,4,53,2,2
0,23730,2,0,3.75,4,17,76,2,2
0,23833,1,0,2.0,2,10,60,2,2
0,23860,2,1,3.0,8,4,78,2,2
0,23880,1,0,3.0,2,10,58,2,2
0,23891,2,1,3.0,8,3,26,2,2
0,23906,2,0,3.75,4,17,76,2,2
0,23911,1,1,2.5,8,4,54,2,2
0,23933,1,0,3.1,8,4,71,2,2
0,23942,1,0,2.2,2,22,4,2,2
0,23980,2,0,3.75,2,0,47,2,2
0,24080,1,0,3.5,2,22,2,2,2
0,24124,2,0,3.0,2,10,58,2,2
0,24130,1,0,2.0,2,13,16,2,2
0,24142,2,1,2.0,2,10,60,2,2
0,24164,2,0,4.5,4,17,20,2,2
0,24222,2,0,2.55,8,4,72,2,2
0,24248,2,1,3.0,8,4,78,2,2
0,24249,2,1,4.25,2,0,48,2,2
0,24249,1,1,3.75,0,23,0,2,2
0,24322,1,0,3.0,8,6,50,2,2
0,24376,2,1,3.0,2,0,29,2,2
0,24463,1,1,3.75,2,0,47,2,2
0,24475,2,1,3.0,2,10,58,2,2
0,24479,1,0,4.0,8,4,53,2,2
0,24487,2,1,3.5,2,22,2,2,2
0,24507,1,0,3.75,4,17,76,2,2
0,24531,1,1,4.25,2,0,6,2,2
0,24540,2,0,3.5,2,22,2,2,2
0,24551,2,1,4.0,8,4,53,2,2
0,24586,2,0,3.75,2,0,5,2,2
0,24619,2,0,3.0,2,13,32,2,2
0,24638,1,0,4.0,8,4,53,2,2
0,24767,1,1,3.0,8,3,26,2,2
0,24793,1,1,3.75,2,0,5,2,2
0,24836,1,1,2.5,8,5,69,2,2
0,24836,1,1,3.0,0,27,55,2,2
0,24951,2,0,2.5,8,6,64,2,2
0,24954,1,0,3.75,2,0,47,2,2
0,24992,2,0,3.0,8,3,23,2,2
0,25063,1,1,3.0,8,6,50,2,2
0,25073,2,1,4.75,4,17,75,2,2
0,25078,1,0,3.75,2,0,5,2,2
0,25098,2,1,3.5,2,22,2,2,2
0,25137,1,0,3.75,4,17,76,2,2
0,25160,2,0,4.0,8,4,53,2,2
0,25163,2,0,3.0,8,5,68,2,2
0,25176,1,0,3.0,2,0,29,2,2
0,25262,1,0,2.5,8,4,54,2,2
0,25283,1,1,4.75,4,17,75,2,2
0,25299,1,1,3.0,2,22,3,2,2
0,25384,1,0,3.75,2,25,43,2,2
0,25459,1,1,3.0,2,13,32,2,2
0,25574,1,0,3.1,2,25,44,2,2
0,25587,1,0,4.0,8,4,53,2,2
0,25593,1,0,4.25,2,0,48,2,2
1,1011,1,2,3.0,2,0,61,1,2
1,1373,1,2,3.0,8,3,23,1,2
1,1529,2,2,2.0,2,13,16,1,2
1,1532,1,2,3.1,8,4,71,1,2
1,1532,1,2,3.25,0,27,17,1,2
1,1713,2,2,4.75,4,17,75,1,2
1,1735,1,2,2.5,8,6,51,1,2
1,1836,1,2,3.0,2,10,58,1,2
1,2162,1,2,3.0,8,4,78,1,2
1,2660,1,2,4.25,2,0,6,1,2
1,2660,1,2,3.5,0,23,18,1,2
1,2862,2,2,3.5,2,22,2,1,2
1,3076,1,2,2.5,8,3,27,1,2
1,3076,1,2,3.5,0,23,18,1,2
1,3231,2,1,3.0,2,13,32,1,2
1,3244,2,1,2.2,2,13,33,1,2
1,3270,1,1,2.2,2,22,4,1,2
1,3274,1,2,4.75,4,17,75,1,2
1,3471,1,2,2.5,8,3,27,1,2
1,3475,1,2,4.75,4,17,75,1,2
1,3527,2,1,4.75,4,17,75,1,2
1,3527,1,1,3.5,0,1,34,1,2
1,3618,1,1,3.5,2,22,2,1,2
1,3652,1,2,4.0,8,4,53,1,2
1,3696,1,1,3.75,2,25,43,1,2
1,3698,2,1,3.0,2,13,14,1,2
1,3801,1,1,2.5,8,6,64,1,2
1,3926,2,2,2.5,8,6,64,1,2
1,3960,2,1,3.75,2,0,47,1,2
1,4025,1,1,3.0,2,22,3,1,2
1,4119,1,2,2.2,2,22,4,1,2
1,4158,2,2,2.0,2,13,16,1,2
1,4165,2,1,2.2,2,13,33,1,2
1,4326,1,2,2.5,2,13,15,1,2
1,4392,1,1,3.1,2,25,44,1,2
1,4512,2,1,2.2,2,22,4,1,2
1,4516,1,1,2.5,8,3,27,1,2
1,4896,1,1,3.0,2,13,32,1,2
1,5209,2,2,3.0,2,13,32,1,2
1,5383,1,2,2.0,2,13,16,1,2
1,5568,1,1,4.25,2,0,48,1,2
1,5620,1,1,3.0,8,4,78,1,2
1,5826,1,2,3.5,2,13,31,1,2
1,5872,2,2,3.0,2,0,29,1,2
1,6022,1,1,4.5,4,17,20,1,2
1,6022,1,1,3.75,0,27,46,1,2
1,6044,1,1,4.75,4,17,75,1,2
1,6055,2,1,2.45,2,25,45,1,2
1,6055,1,1,3.25,0,27,35,1,2
1,6089,2,2,2.2,2,13,33,1,2
1,6089,1,2,3.5,0,23,18,1,2
1,6261,1,1,2.5,8,5,69,1,2
1,6418,1,1,4.0,8,4,53,1,2
1,6483,1,1,3.75,2,0,5,1,2
