transaction_date,transaction_time,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,periodo,temporada
738521,63921,1,1,3.5,0,11,24,1,0
738521,63981,2,1,3.75,0,12,37,1,0
738521,63981,1,1,3.5,3,9,19,1,0
738521,64144,2,1,3.75,2,2,29,1,0
738521,64219,1,0,3.0,1,8,20,1,0
738521,64230,2,1,3.75,0,5,22,1,0
738521,64266,2,2,3.75,2,2,29,1,0
738521,64451,2,2,2.55,1,1,8,1,0
738521,64606,1,1,3.0,0,0,51,1,0
738521,64681,1,0,4.25,0,5,6,1,0
738521,64784,2,1,3.0,1,1,39,1,0
738521,64784,1,1,3.5,3,9,19,1,0
738521,64868,2,1,3.0,1,8,20,2,0
738521,64920,1,2,2.5,1,1,50,2,0
738521,64941,2,0,3.0,1,6,49,2,0
738521,64993,1,2,2.0,0,0,5,2,0
738521,64993,1,2,4.5,3,4,30,2,0
738521,65074,1,2,2.0,0,0,5,2,0
738521,65212,2,2,3.0,0,0,51,2,0
738521,65212,1,2,3.75,3,4,13,2,0
738521,65233,1,1,2.5,0,3,33,2,0
738521,65333,2,2,2.45,0,12,36,2,0
738521,65557,2,2,2.2,0,11,35,2,0
738521,65612,2,0,2.5,0,3,33,2,0
738521,65621,2,1,3.1,1,1,1,2,0
738521,65668,2,1,3.0,0,11,23,2,0
738521,65829,2,1,3.75,0,12,37,2,0
738521,65890,1,2,4.5,2,2,2,2,0
738521,65985,1,0,2.5,1,1,50,2,0
738521,65985,1,0,3.5,3,9,19,2,0
738521,66082,1,2,2.5,1,7,34,2,0
738521,66132,2,2,4.75,2,2,15,2,0
738521,66168,2,0,3.0,0,5,41,2,0
738521,66173,1,2,3.0,0,0,0,2,0
738521,66173,1,2,3.75,3,4,13,2,0
738521,66214,2,0,3.0,1,1,39,2,0
738521,66351,1,2,4.75,2,2,15,2,0
738521,66357,1,1,3.0,1,8,18,2,0
738521,66428,2,0,2.5,1,1,26,2,0
738521,66574,2,1,2.5,1,8,31,2,0
738521,66605,2,2,4.0,1,1,27,2,0
738521,66896,2,2,3.75,2,2,29,2,0
738521,67169,1,2,2.0,0,3,3,2,0
738521,67229,2,1,3.0,1,1,39,2,0
738521,67273,1,2,3.0,0,3,28,2,0
738521,67288,2,1,3.0,1,6,49,2,0
738521,67324,2,2,3.75,2,2,29,2,0
738521,67336,1,1,2.5,1,1,26,2,0
738521,67399,1,2,3.1,1,1,1,2,0
738521,67422,1,2,2.2,0,11,35,2,0
738521,67511,2,2,3.75,0,5,22,2,0
738521,67788,1,2,3.5,0,11,24,2,0
738521,67883,2,2,3.0,0,3,28,2,0
738521,67901,1,2,2.0,0,0,5,2,0
738521,67938,2,1,2.0,0,3,3,2,0
738521,67977,2,2,4.5,2,2,2,2,0
738521,68119,2,2,2.55,1,1,8,2,0
738521,68184,2,1,3.0,1,1,39,2,0
738521,68195,2,1,4.25,0,5,6,2,0
738521,68195,1,1,3.75,3,10,46,2,0
738521,68427,1,2,3.0,1,8,18,2,0
738521,68572,2,1,3.0,0,5,41,2,0
738521,68818,1,1,3.75,0,5,22,2,0
738521,68846,2,1,3.0,0,3,28,2,0
738521,68860,1,2,4.0,1,1,27,2,0
738521,68891,2,1,3.5,0,11,24,2,0
738521,68936,1,2,3.75,2,2,29,2,0
738521,68994,1,1,4.25,0,5,40,2,0
738521,69016,2,2,3.5,0,11,24,2,0
738521,69053,2,1,4.0,1,1,27,2,0
738521,69169,2,2,3.75,0,5,17,2,0
738521,69249,2,2,3.0,0,0,0,2,0
738521,69315,1,2,4.0,1,1,27,2,0
738521,69695,1,1,3.0,1,6,49,2,0
738521,69759,1,1,3.75,0,5,17,2,0
738521,69858,1,1,2.5,1,7,34,2,0
738521,69858,1,1,3.0,3,4,4,2,0
738521,70141,2,2,2.5,1,8,31,2,0
738521,70147,1,2,3.75,0,5,22,2,0
738521,70255,2,2,3.0,1,6,10,2,0
738521,70443,1,1,3.0,1,8,18,2,0
738521,70479,2,1,4.75,2,2,15,2,0
738521,70488,1,2,3.75,0,5,17,2,0
738521,70555,2,1,3.5,0,11,24,2,0
738521,70671,1,2,3.75,2,2,29,2,0
738521,70726,2,2,4.0,1,1,27,2,0
738521,70740,2,2,3.0,1,7,12,2,0
738521,70772,1,2,3.0,0,5,41,2,0
738521,71009,1,2,2.5,1,1,26,2,0
738521,71081,1,1,4.75,2,2,15,2,0
738521,71128,1,1,3.0,0,11,23,2,0
738521,71377,1,2,3.75,0,12,37,2,0
738521,71567,1,1,3.0,0,0,0,2,0
738521,71876,1,2,3.1,0,12,44,2,0
738521,71909,1,2,4.0,1,1,27,2,0
738521,71932,1,2,4.25,0,5,6,2,0
738522,25319,1,0,3.0,0,5,11,0,0
738522,25925,1,0,3.0,1,6,10,0,0
738522,26195,2,0,2.0,0,0,5,0,0
738522,26206,1,0,3.1,1,1,1,0,0
738522,26206,1,0,3.25,3,4,45,0,0
738522,26528,2,0,4.75,2,2,15,0,0
738522,26565,1,0,2.5,1,8,14,0,0
738522,26759,1,0,3.0,0,3,28,0,0
738522,27310,1,0,3.0,1,1,39,0,0
738522,28106,1,0,4.25,0,5,40,0,0
738522,28106,1,0,3.5,3,10,47,0,0
738522,28428,2,0,3.5,0,11,24,0,0
738522,28787,1,0,2.5,1,6,32,0,0
738522,28787,1,0,3.5,3,10,47,0,0
738522,29027,2,1,3.0,0,0,0,0,0
738522,29046,2,1,2.2,0,0,48,0,0
738522,29095,1,1,2.2,0,11,35,0,0
738522,29099,1,0,4.75,2,2,15,0,0
738522,29386,1,0,2.5,1,6,32,0,0
738522,29391,1,0,4.75,2,2,15,0,0
738522,29471,2,1,4.75,2,2,15,0,0
738522,29471,1,1,3.5,3,9,38,0,0
738522,29604,1,1,3.5,0,11,24,0,0
738522,29653,1,0,4.0,1,1,27,0,0
738522,29707,1,1,3.75,0,12,37,0,0
738522,29710,2,1,3.0,0,0,51,0,0
738522,29848,1,1,2.5,1,8,31,0,0
738522,30038,2,0,2.5,1,8,31,0,0
738522,30092,2,1,3.75,0,5,22,0,0
