transaction_id,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,periodo,temporada
75,1,1,3.25,0,27,35,0,0
76,1,1,3.1,2,25,44,0,0
77,1,2,2.5,2,10,59,0,0
78,2,2,3.0,8,6,50,0,0
79,1,1,2.0,2,10,60,0,0
80,2,1,3.0,2,13,32,0,0
81,2,1,3.75,2,25,43,0,0
82,1,2,3.0,2,22,3,0,0
83,1,2,3.75,0,23,10,0,0
84,2,2,3.0,2,13,32,0,0
85,1,1,2.5,8,4,54,0,0
86,2,1,4.25,2,0,6,0,0
87,2,2,2.2,2,22,4,0,0
88,2,2,2.5,2,10,59,0,0
89,1,1,2.5,8,4,54,0,0
90,2,1,2.55,8,4,72,0,0
91,2,2,3.5,4,17,21,0,0
92,1,2,3.5,0,1,34,0,0
93,2,1,3.0,8,5,68,0,0
94,1,2,3.1,2,25,44,0,0
95,1,2,3.25,0,27,17,0,0
96,1,1,3.75,4,17,76,0,0
97,1,2,4.5,4,17,20,0,0
98,2,2,3.75,2,25,43,0,0
99,2,1,3.0,8,3,23,0,0
100,2,2,4.75,4,17,75,0,0
101,1,2,3.0,8,5,68,0,0
102,2,1,2.5,2,10,59,0,0
103,1,1,3.75,0,23,0,0,0
104,1,2,3.75,2,0,47,0,0
105,1,2,3.5,0,1,9,0,0
106,1,0,2.0,2,10,60,0,0
107,1,0,3.75,2,0,47,0,0
108,1,0,3.5,0,23,18,0,0
109,2,2,3.0,8,5,68,0,0
110,1,2,3.5,0,23,18,0,0
111,2,1,4.25,2,0,48,0,0
112,1,0,4.5,4,17,20,0,0
113,2,1,3.0,8,3,23,0,0
114,1,0,4.5,4,17,20,0,0
115,1,0,3.0,8,5,68,0,0
116,1,0,3.75,0,27,46,0,0
117,1,0,2.5,8,5,69,0,0
118,1,0,3.0,8,6,50,0,0
119,2,0,3.0,8,6,63,0,0
120,2,1,2.5,8,4,54,0,0
121,2,2,3.0,8,3,23,0,0
122,1,0,3.75,4,17,76,0,0
123,1,1,2.2,2,13,33,0,0
124,2,2,3.75,4,17,76,0,0
125,1,2,3.0,0,27,55,0,0
126,2,0,3.0,8,3,26,0,0
127,2,2,3.75,2,0,5,0,0
128,2,1,2.5,8,6,64,0,0
129,2,0,3.5,2,13,31,0,0
130,2,2,2.55,8,4,72,0,0
131,2,1,3.1,2,25,44,0,0
132,1,1,4.5,0,27,66,0,0
133,1,1,2.5,2,10,59,0,0
134,1,1,3.0,2,10,58,0,0
135,2,2,3.0,8,3,23,0,0
136,1,2,3.25,0,27,35,0,0
137,2,2,2.5,8,4,54,0,0
138,1,2,3.5,0,23,18,0,0
139,1,2,3.75,4,17,76,0,0
140,1,2,3.75,0,23,10,0,0
141,2,0,2.5,8,4,79,0,0
142,2,0,2.2,2,22,4,0,0
143,1,2,3.75,2,0,47,0,0
144,1,0,3.0,2,13,14,0,0
145,2,1,2.5,8,3,24,0,0
146,1,1,2.5,8,4,54,0,0
147,1,1,3.25,0,27,35,0,0
148,2,0,3.0,2,22,3,0,0
149,2,0,3.75,2,25,43,0,0
150,2,2,3.0,8,6,63,0,0
151,2,1,3.5,2,13,31,0,0
152,1,2,3.1,8,4,71,0,0
153,2,0,3.0,2,0,29,0,0
154,1,0,2.5,8,3,24,0,0
155,1,0,3.75,0,27,46,0,0
156,2,0,3.75,4,17,76,0,0
157,1,2,2.5,2,13,15,2,0
158,2,0,3.0,8,3,26,2,0
159,2,0,3.1,2,25,44,2,0
160,1,0,3.5,0,23,18,2,0
161,1,1,3.75,2,25,43,2,0
162,1,1,3.0,8,5,68,2,0
163,1,0,2.5,8,6,64,2,0
164,2,1,3.5,2,22,2,2,0
165,2,0,2.5,8,4,79,2,0
166,1,2,2.5,8,5,69,2,0
167,1,1,3.0,2,10,58,2,0
168,1,2,3.0,8,6,50,2,0
169,1,1,3.1,2,25,44,2,0
170,2,0,2.0,2,13,16,2,0
171,2,1,2.5,8,3,24,2,0
172,2,2,3.75,2,0,47,2,0
173,2,1,3.1,2,25,44,2,0
174,2,1,2.5,8,3,24,2,0
175,2,2,2.2,2,22,4,2,0
176,2,0,3.0,8,3,26,2,0
177,2,0,3.75,4,17,76,2,0
178,1,0,3.0,2,10,58,2,0
179,2,2,4.25,2,0,6,2,0
180,2,0,2.5,8,6,64,2,0
181,1,1,3.75,2,0,47,2,0
182,2,0,2.5,8,4,54,2,0
183,2,0,2.5,2,13,15,2,0
184,2,2,2.2,2,13,33,2,0
185,1,1,3.75,4,17,76,2,0
186,2,1,3.0,8,3,26,2,0
187,1,0,3.0,8,4,78,2,0
188,1,1,3.75,4,17,76,2,0
189,1,0,3.0,8,4,78,2,0
190,1,0,2.5,8,4,79,2,0
191,2,0,2.0,2,13,16,2,0
192,1,0,2.55,8,4,72,2,0
193,1,0,2.5,2,10,59,2,0
194,1,0,3.5,2,13,31,2,0
195,1,0,3.5,0,23,18,2,0
196,2,0,3.75,2,0,47,2,0
197,1,1,3.0,2,13,14,2,0
198,1,0,4.5,4,17,20,2,0
199,2,0,3.0,2,13,32,2,0
200,1,1,3.0,8,4,78,2,0
201,1,2,4.75,4,17,75,2,0
202,1,2,3.25,0,27,35,2,0
203,1,2,2.55,8,4,72,2,0
204,1,2,3.5,0,23,18,2,0
205,2,1,2.5,2,13,15,2,0
206,1,1,3.0,2,0,29,2,0
207,1,0,3.0,8,3,26,2,0
208,1,2,3.1,8,4,71,2,0
209,1,2,3.5,0,23,18,2,0
210,1,1,3.0,8,6,63,2,0
211,2,1,3.0,2,22,3,2,0
212,1,0,4.75,4,17,75,2,0
213,1,0,3.0,8,5,68,2,0
214,2,0,2.5,8,6,64,2,0
215,1,1,3.75,2,25,43,2,0
216,2,2,3.0,2,13,14,2,0
217,2,2,2.2,2,22,4,2,0
218,1,1,3.0,8,3,26,2,0
219,1,1,4.5,0,27,66,2,0
220,1,1,3.0,2,22,3,2,0
221,2,0,3.0,8,6,50,2,0
222,2,1,2.2,2,22,4,2,0
223,1,1,3.25,0,27,35,2,0
224,2,1,2.5,8,6,51,2,0
225,2,1,2.5,8,4,54,2,0
226,1,0,2.0,2,10,60,2,0
227,1,0,3.5,4,17,21,2,0
228,2,2,3.0,2,10,58,2,0
229,1,0,3.1,2,25,44,2,0
230,2,2,3.0,2,13,14,2,0
231,1,2,3.75,4,17,76,2,0
232,1,1,2.55,8,4,72,2,0
233,2,0,4.0,8,4,53,2,0
234,2,1,3.0,8,3,26,2,0
235,1,1,4.0,8,4,53,2,0
236,1,1,3.5,0,23,18,2,0
237,1,0,2.5,2,10,59,2,0
238,2,1,2.2,2,13,33,2,0
239,2,0,3.1,2,25,44,2,0
240,2,0,3.75,2,0,47,2,0
241,1,2,2.5,2,10,59,2,0
242,2,0,2.5,8,5,69,2,0
243,2,0,3.5,4,17,21,2,0
244,2,2,3.75,4,17,76,2,0
245,2,2,2.2,2,13,33,2,0
246,2,2,2.2,2,22,4,2,0
247,1,2,3.0,2,0,61,2,0
248,2,0,2.0,2,13,16,2,0
249,1,1,3.5,2,22,2,2,0
250,2,1,3.75,2,0,5,2,0
251,1,2,3.0,8,3,23,2,0
252,2,0,2.5,8,4,54,2,0
253,2,0,2.5,8,6,51,2,0
254,1,0,3.0,8,6,50,2,0
255,1,2,3.75,2,25,43,2,0
256,1,2,2.5,8,4,79,2,0
257,1,2,3.25,0,27,35,2,0
258,2,0,2.5,8,4,54,2,0
259,1,0,3.25,0,1,37,2,0
260,2,2,2.2,2,22,4,2,0
261,1,0,3.1,8,4,71,2,0
262,1,1,3.75,2,0,5,2,0
263,2,1,2.0,2,10,60,2,0
264,1,2,3.0,8,4,78,2,0
265,2,1,2.5,8,4,54,2,0
266,2,1,3.0,2,13,32,2,0
267,2,0,3.75,2,0,47,2,0
268,1,1,3.5,2,13,31,2,0
269,2,1,2.0,2,10,60,2,0
270,1,2,2.5,8,6,51,2,0
271,2,1,3.0,8,6,63,2,0
272,2,1,2.5,8,3,27,2,0
273,1,1,3.0,8,4,78,2,0
274,2,2,3.5,2,22,2,2,0
275,1,2,3.75,0,23,10,2,0
276,2,0,2.5,8,5,69,2,0
277,1,2,2.45,2,25,45,2,0
278,2,2,4.25,2,0,48,2,0
279,2,2,2.2,2,22,4,2,0
280,1,2,3.25,0,1,37,2,0
281,1,0,3.0,2,13,32,2,0
282,2,0,4.25,2,0,6,2,0
283,1,0,2.5,2,10,59,2,0
284,1,1,3.0,2,10,58,2,0
285,1,1,3.75,0,23,10,2,0
286,2,1,3.75,4,17,76,2,0
287,2,2,3.1,8,4,71,2,0
288,2,2,2.5,2,10,59,2,0
289,2,0,3.1,2,25,44,2,0
290,2,0,2.5,8,6,51,2,0
291,2,1,3.0,8,3,26,2,0
292,2,2,4.25,2,0,48,2,0
293,1,1,4.0,8,4,53,2,0
294,1,1,3.75,0,23,10,2,0
295,2,0,4.25,2,0,6,2,0
296,1,0,3.75,0,27,46,2,0
297,2,0,3.5,4,17,21,2,0
298,2,2,3.0,2,10,58,2,0
299,1,1,4.75,4,17,75,2,0
300,2,2,3.0,8,6,63,2,0
301,2,2,3.0,8,3,26,2,0
302,1,2,4.5,0,27,66,2,0
303,1,1,2.5,8,3,27,2,0
304,1,2,3.1,8,4,71,2,0
305,1,2,2.5,8,6,51,2,0
306,2,1,3.0,2,13,14,2,0
307,2,2,4.25,2,0,6,2,0
308,2,1,4.25,2,0,48,2,0
309,1,0,4.0,8,4,53,2,0
310,2,0,3.0,2,13,14,2,0
311,1,2,3.1,8,4,71,2,0
312,1,2,2.5,8,6,64,2,0
313,1,2,3.0,2,0,61,2,0
314,2,1,2.45,2,25,45,2,0
315,2,2,4.75,4,17,75,2,0
316,2,0,2.5,8,3,24,2,0
317,1,0,3.0,8,5,68,2,0
318,1,1,2.5,8,3,27,2,0
319,1,1,3.0,2,10,58,2,0
320,1,1,3.5,0,23,18,2,0
321,2,1,3.0,8,3,23,2,0
322,2,2,3.0,8,6,50,2,0
323,2,0,2.45,2,25,45,2,0
324,2,1,3.0,2,13,14,2,0
325,1,0,3.0,8,6,50,2,0
326,2,0,4.25,2,0,48,2,0
327,1,1,3.75,2,0,47,2,0
328,2,2,2.2,2,22,4,2,0
329,2,0,3.0,8,6,50,2,0
330,1,0,2.0,2,10,60,2,0
331,1,1,4.75,4,17,75,2,0
332,1,2,3.75,2,0,5,2,0
333,1,2,3.5,0,23,18,2,0
334,1,0,3.0,2,10,58,2,0
335,2,0,2.5,8,4,79,2,0
336,2,0,3.0,2,22,3,2,0
337,2,2,3.75,2,0,47,2,0
338,1,0,4.75,4,17,75,2,0
339,1,0,2.5,2,13,15,2,0
340,2,1,3.0,2,13,14,2,0
341,2,0,4.25,2,0,48,2,0
342,1,1,3.0,2,22,3,2,0
343,2,2,2.5,8,3,24,2,0
344,2,0,3.5,4,17,21,2,0
345,1,0,3.5,4,17,21,2,0
346,1,2,3.0,8,6,50,2,0
347,1,0,3.1,8,4,71,2,0
348,1,0,3.25,0,27,17,2,0
349,1,0,3.0,8,6,50,2,0
350,2,0,2.2,2,13,33,2,0
351,1,2,2.45,2,25,45,2,0
352,2,1,2.5,2,13,15,2,0
353,2,2,2.0,2,13,16,2,0
354,1,2,3.5,0,1,34,2,0
355,2,0,4.25,2,0,6,2,0
356,1,0,3.5,0,1,9,2,0
357,2,2,3.0,2,0,29,2,0
358,1,1,2.5,8,6,64,2,0
359,1,0,3.75,2,25,43,2,0
360,2,0,2.5,8,5,69,2,0
361,2,2,3.75,2,0,5,2,0
362,2,1,3.1,2,25,44,2,0
363,2,2,4.25,2,0,48,2,0
364,1,2,3.25,0,1,37,2,0
365,2,2,3.5,2,13,31,2,0
366,1,1,3.0,2,10,58,2,0
367,2,0,2.2,2,13,33,2,0
368,1,1,2.5,8,3,27,2,0
369,1,1,3.75,2,0,47,2,0
370,1,1,4.25,2,0,6,2,0
371,2,0,2.45,2,25,45,2,0
372,1,1,2.5,8,5,69,2,0
373,2,0,2.5,8,6,51,2,0
374,2,0,2.5,2,10,59,2,0
375,2,0,2.5,2,10,59,2,0
376,2,0,2.5,8,6,51,2,0
377,2,0,2.5,8,6,51,2,0
378,1,1,3.0,2,0,61,2,0
379,2,0,2.45,2,25,45,2,0
380,2,0,2.5,2,13,15,2,0
381,2,1,2.5,2,13,15,2,0
382,1,0,2.55,8,4,72,2,0
383,2,2,3.75,2,0,5,2,0
384,2,0,3.75,2,25,43,2,0
385,1,2,2.0,2,10,60,2,0
386,1,0,2.0,2,10,60,2,0
387,1,0,2.5,8,6,64,2,0
388,1,2,2.55,8,4,72,2,0
389,2,1,3.0,8,4,78,2,0
390,1,2,2.5,8,6,51,2,0
391,2,0,3.5,2,22,2,2,0
392,1,0,3.75,2,0,5,2,0
393,1,0,3.1,2,25,44,2,0
394,1,2,2.0,2,13,16,2,0
395,1,0,3.75,2,25,43,2,0
396,1,1,3.5,4,17,21,2,0
397,1,0,3.5,2,13,31,2,0
398,1,2,2.5,8,5,69,2,0
399,1,2,2.5,2,10,59,2,0
400,2,1,2.5,8,3,24,2,0
401,2,0,2.5,8,4,54,2,0
402,1,2,2.5,8,6,64,2,0
403,1,2,3.25,0,27,35,2,0
404,2,2,2.5,8,6,64,2,0
405,1,2,3.0,8,4,78,2,0
406,1,2,3.75,0,23,10,2,0
407,1,0,2.5,8,4,79,2,0
408,2,1,2.5,8,6,51,2,0
409,1,2,2.5,8,3,24,2,0
410,1,0,2.0,2,13,16,2,0
411,1,0,3.5,4,17,21,2,0
412,1,0,3.25,0,1,37,2,0
413,2,2,3.75,2,25,43,2,0
414,2,1,2.5,8,3,24,2,0
415,1,0,2.5,8,3,24,2,0
416,2,0,3.75,2,25,43,2,0
417,2,1,3.0,8,5,68,2,0
418,1,0,3.5,2,22,2,2,0
419,1,0,4.5,4,17,20,2,0
420,2,1,3.75,2,25,43,2,0
421,2,2,2.2,2,13,33,2,0
422,1,1,3.1,2,25,44,2,0
423,2,1,4.0,8,4,53,2,0
424,1,1,2.2,2,13,33,2,0
425,1,0,2.5,2,13,15,2,0
426,2,2,2.45,2,25,45,2,0
427,1,2,3.5,0,23,18,2,0
428,2,1,4.25,2,0,48,2,0
429,2,1,2.0,2,13,16,2,0
430,2,1,3.0,2,0,61,2,0
431,1,1,4.5,0,27,66,2,0
432,2,1,2.5,8,5,69,2,0
433,1,1,3.0,0,27,55,2,0
434,1,0,3.75,2,25,43,2,0
435,1,2,2.5,8,3,27,2,0
436,1,0,4.25,2,0,6,2,0
437,2,0,3.5,4,17,21,2,0
438,1,1,3.1,2,25,44,2,0
439,1,1,3.5,0,1,9,2,0
440,1,2,3.0,2,0,29,2,0
441,1,2,3.25,0,27,17,2,0
442,1,0,2.5,8,5,69,2,0
443,1,0,3.5,0,23,18,2,0
444,2,1,2.5,8,4,54,2,0
445,1,0,3.0,8,5,68,2,0
446,1,0,3.25,0,1,37,2,0
447,1,1,2.5,8,6,51,2,0
448,1,0,4.0,8,4,53,2,0
449,2,0,4.0,8,4,53,2,0
450,1,0,3.75,0,23,10,2,0
451,2,1,2.5,8,4,79,2,0
452,2,0,3.5,2,22,2,2,0
453,1,0,3.5,0,1,34,2,0
454,1,1,2.45,2,25,45,2,0
455,1,1,3.5,2,22,2,2,0
456,2,1,3.75,2,25,43,2,0
457,1,1,3.5,0,1,9,2,0
458,2,1,3.75,4,17,76,2,0
459,1,2,3.0,8,6,63,2,0
460,2,1,3.75,2,0,47,2,0
461,2,0,3.75,4,17,76,2,0
462,2,0,2.55,8,4,72,2,0
463,1,1,3.0,2,13,14,2,0
464,1,2,4.25,2,0,48,2,0
465,2,1,3.0,8,4,78,2,0
466,1,1,3.5,0,1,9,2,0
467,2,1,3.0,8,6,63,1,0
468,1,0,2.5,8,4,79,1,0
469,2,2,3.0,8,3,26,1,0
470,1,0,2.0,2,13,16,1,0
471,1,0,4.5,0,27,66,1,0
472,1,0,2.0,2,13,16,1,0
473,2,0,3.0,2,13,14,1,0
474,1,0,3.75,0,27,46,1,0
475,1,1,2.5,2,10,59,1,0
476,2,0,2.45,2,25,45,1,0
477,2,0,2.2,2,22,4,1,0
478,2,2,2.5,2,10,59,1,0
479,2,1,3.1,8,4,71,1,0
480,2,1,3.0,2,22,3,1,0
481,2,1,3.75,2,25,43,1,0
482,1,0,4.5,4,17,20,1,0
483,1,2,2.5,8,4,79,1,0
484,1,2,3.5,0,1,9,1,0
485,1,0,2.5,8,5,69,1,0
486,2,0,4.75,4,17,75,1,0
487,2,2,3.0,2,0,29,1,0
488,1,0,3.0,2,13,32,1,0
489,1,0,3.75,0,27,46,1,0
490,2,2,3.0,8,4,78,1,0
491,1,0,4.75,4,17,75,1,0
492,1,1,3.0,8,6,50,1,0
493,2,2,2.5,8,4,54,1,0
494,2,1,2.5,8,6,64,1,0
495,2,0,4.0,8,4,53,1,0
496,2,0,3.75,4,17,76,1,0
497,1,0,2.0,2,10,60,1,0
498,2,1,3.0,8,4,78,1,0
499,1,0,3.0,2,10,58,1,0
500,2,1,3.0,8,3,26,1,0
501,2,0,3.75,4,17,76,1,0
502,1,1,2.5,8,4,54,1,0
503,1,0,3.1,8,4,71,1,0
504,1,0,2.2,2,22,4,1,0
505,2,0,3.75,2,0,47,1,0
506,1,0,3.5,2,22,2,1,0
507,2,0,3.0,2,10,58,1,0
508,1,0,2.0,2,13,16,1,0
509,2,1,2.0,2,10,60,1,0
510,2,0,4.5,4,17,20,1,0
511,2,0,2.55,8,4,72,1,0
512,2,1,3.0,8,4,78,1,0
513,2,1,4.25,2,0,48,1,0
514,1,1,3.75,0,23,0,1,0
515,1,0,3.0,8,6,50,1,0
516,2,1,3.0,2,0,29,1,0
517,1,1,3.75,2,0,47,1,0
518,2,1,3.0,2,10,58,1,0
519,1,0,4.0,8,4,53,1,0
520,2,1,3.5,2,22,2,1,0
521,1,0,3.75,4,17,76,1,0
522,1,1,4.25,2,0,6,1,0
523,2,0,3.5,2,22,2,1,0
524,2,1,4.0,8,4,53,1,0
525,2,0,3.75,2,0,5,1,0
526,2,0,3.0,2,13,32,1,0
527,1,0,4.0,8,4,53,1,0
528,1,1,3.0,8,3,26,1,0
529,1,1,3.75,2,0,5,1,0
530,1,1,2.5,8,5,69,1,0
531,1,1,3.0,0,27,55,1,0
532,2,0,2.5,8,6,64,1,0
533,1,0,3.75,2,0,47,1,0
534,2,0,3.0,8,3,23,1,0
535,1,1,3.0,8,6,50,1,0
536,2,1,4.75,4,17,75,1,0
537,1,0,3.75,2,0,5,1,0
538,2,1,3.5,2,22,2,1,0
539,1,0,3.75,4,17,76,1,0
540,2,0,4.0,8,4,53,1,0
541,2,0,3.0,8,5,68,1,0
542,1,0,3.0,2,0,29,1,0
543,1,0,2.5,8,4,54,1,0
544,1,1,4.75,4,17,75,1,0
545,1,1,3.0,2,22,3,1,0
546,1,0,3.75,2,25,43,1,0
547,1,1,3.0,2,13,32,1,0
548,1,0,3.1,2,25,44,1,0
549,1,0,4.0,8,4,53,1,0
550,1,0,4.25,2,0,48,1,0
551,1,2,3.0,2,0,61,0,0
552,1,2,3.0,8,3,23,0,0
553,2,2,2.0,2,13,16,0,0
554,1,2,3.1,8,4,71,0,0
555,1,2,3.25,0,27,17,0,0
556,2,2,4.75,4,17,75,0,0
557,1,2,2.5,8,6,51,0,0
558,1,2,3.0,2,10,58,0,0
559,1,2,3.0,8,4,78,0,0
560,1,2,4.25,2,0,6,0,0
561,1,2,3.5,0,23,18,0,0
562,2,2,3.5,2,22,2,0,0
563,1,2,2.5,8,3,27,0,0
564,1,2,3.5,0,23,18,0,0
565,2,1,3.0,2,13,32,0,0
566,2,1,2.2,2,13,33,0,0
567,1,1,2.2,2,22,4,0,0
568,1,2,4.75,4,17,75,0,0
569,1,2,2.5,8,3,27,0,0
570,1,2,4.75,4,17,75,0,0
571,2,1,4.75,4,17,75,0,0
572,1,1,3.5,0,1,34,0,0
573,1,1,3.5,2,22,2,0,0
574,1,2,4.0,8,4,53,0,0
575,1,1,3.75,2,25,43,0,0
576,2,1,3.0,2,13,14,0,0
577,1,1,2.5,8,6,64,0,0
578,2,2,2.5,8,6,64,0,0
579,2,1,3.75,2,0,47,0,0
580,1,1,3.0,2,22,3,0,0
581,1,2,2.2,2,22,4,0,0
582,2,2,2.0,2,13,16,0,0
583,2,1,2.2,2,13,33,0,0
584,1,2,2.5,2,13,15,0,0
585,1,1,3.1,2,25,44,0,0
586,2,1,2.2,2,22,4,0,0
587,1,1,2.5,8,3,27,0,0
588,1,1,3.0,2,13,32,0,0
589,2,2,3.0,2,13,32,0,0
590,1,2,2.0,2,13,16,0,0
591,1,1,4.25,2,0,48,0,0
592,1,1,3.0,8,4,78,0,0
593,1,2,3.5,2,13,31,0,0
594,2,2,3.0,2,0,29,0,0
595,1,1,4.5,4,17,20,0,0
596,1,1,3.75,0,27,46,0,0
597,1,1,4.75,4,17,75,0,0
598,2,1,2.45,2,25,45,0,0
599,1,1,3.25,0,27,35,0,0
600,2,2,2.2,2,13,33,0,0
601,1,2,3.5,0,23,18,0,0
602,1,1,2.5,8,5,69,0,0
603,1,1,4.0,8,4,53,0,0
604,1,1,3.75,2,0,5,0,0
605,1,2,2.5,2,13,15,0,0
606,2,1,2.0,2,13,16,0,0
607,2,1,2.0,2,10,60,0,0
608,1,1,3.25,0,27,17,0,0
609,2,1,4.5,4,17,20,0,0
610,2,1,2.5,2,10,59,0,0
611,1,1,3.0,2,0,61,0,0
612,2,1,3.0,2,0,61,0,0
613,1,2,2.5,8,3,27,0,0
614,1,2,3.0,2,13,14,0,0
615,2,1,2.5,8,3,27,0,0
616,2,1,3.0,2,13,32,0,0
617,1,1,3.5,2,22,2,0,0
618,1,2,2.5,2,10,59,0,0
619,1,2,3.0,2,22,3,0,0
620,1,1,2.45,2,25,45,0,0
621,2,1,4.25,2,0,6,0,0
622,1,2,3.0,8,3,23,0,0
623,2,2,3.0,2,0,29,0,0
624,1,1,4.75,4,17,75,0,0
625,1,1,3.0,2,13,14,0,0
626,1,1,3.5,0,1,9,0,0
627,1,2,3.5,4,17,21,0,0
628,1,2,4.0,8,4,53,0,0
629,1,2,3.0,2,22,3,0,0
630,1,1,3.0,8,6,50,0,0
631,2,1,2.55,8,4,72,0,0
632,2,2,3.0,2,22,3,0,0
633,1,2,3.75,0,27,46,0,0
634,1,2,2.0,2,13,16,0,0
635,1,1,4.75,4,17,75,0,0
636,2,1,2.5,8,6,51,0,0
637,1,2,2.5,2,10,59,0,0
638,1,2,2.5,2,10,59,0,0
639,1,2,2.2,2,22,4,0,0
640,1,1,2.5,8,6,51,0,0
641,2,1,2.5,8,6,64,0,0
642,2,1,2.5,8,3,24,0,0
643,1,2,3.0,8,3,23,0,0
644,2,1,3.0,8,3,23,0,0
645,1,2,3.0,8,4,78,0,0
646,1,1,3.0,2,13,32,0,0
647,1,1,4.0,8,4,53,0,0
648,1,1,2.5,8,3,27,0,0
649,1,1,3.0,2,13,32,0,0
650,2,2,2.5,8,3,27,0,0
651,1,0,3.5,2,22,2,0,0
652,1,0,3.25,0,27,17,0,0
653,1,0,3.0,2,22,3,0,0
654,1,0,3.0,0,27,55,0,0
655,1,2,2.2,2,22,4,0,0
656,2,1,2.5,2,13,15,0,0
657,2,0,3.0,2,22,3,0,0
658,1,1,4.25,2,0,6,0,0
659,1,2,2.5,8,5,69,0,0
660,2,0,2.0,2,10,60,0,0
661,1,1,2.5,8,3,24,0,0
662,2,0,3.0,2,13,32,0,0
663,1,0,3.75,2,0,5,0,0
664,1,0,3.0,2,13,14,0,0
665,1,0,2.5,8,6,51,0,0
666,2,0,2.2,2,13,33,0,0
667,1,0,3.5,0,23,18,0,0
668,2,0,3.75,2,25,43,0,0
669,2,0,2.5,8,4,79,0,0
670,2,0,3.0,2,13,14,0,0
671,1,1,3.1,2,25,44,0,0
672,2,0,2.5,2,13,15,0,0
673,2,0,3.75,2,0,47,0,0
674,1,0,3.0,8,4,78,0,0
675,2,2,2.5,8,4,54,0,0
676,2,2,2.5,8,3,27,0,0
677,2,1,3.0,8,5,68,0,0
678,1,1,3.0,8,6,50,0,0
679,1,0,3.0,8,3,26,0,0
680,1,0,3.75,0,27,46,0,0
681,2,0,2.2,2,22,4,0,0
682,1,0,3.25,0,1,37,0,0
683,2,2,3.5,4,17,21,0,0
684,2,0,3.0,2,10,58,0,0
685,2,2,2.5,8,6,51,0,0
686,1,2,3.5,0,1,34,0,0
687,2,1,3.0,8,6,63,0,0
688,1,2,2.5,8,3,27,0,0
689,2,1,3.0,8,6,63,0,0
690,1,1,3.25,0,27,35,0,0
691,2,0,3.0,2,22,3,0,0
692,1,2,2.5,8,6,64,0,0
693,1,1,3.5,2,13,31,0,0
694,1,1,3.5,2,13,31,0,0
695,2,1,2.5,8,3,27,0,0
