transaction_id,transaction_date,transaction_time,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,period,season
79,2023-01-01,2024-11-05 09:56:30,1,1,2.0,2,10,60,1,2
80,2023-01-01,2024-11-05 10:00:39,2,1,3.0,2,13,32,1,2
81,2023-01-01,2024-11-05 10:03:55,2,1,3.75,2,25,43,1,2
82,2023-01-01,2024-11-05 10:14:49,1,2,3.0,2,22,3,1,2
83,2023-01-01,2024-11-05 10:14:49,1,2,3.75,0,23,10,1,2
84,2023-01-01,2024-11-05 10:16:30,2,2,3.0,2,13,32,1,2
85,2023-01-01,2024-11-05 10:16:33,1,1,2.5,8,4,54,1,2
86,2023-01-01,2024-11-05 10:18:14,2,1,4.25,2,0,6,1,2
87,2023-01-01,2024-11-05 10:18:52,2,2,2.2,2,22,4,1,2
88,2023-01-01,2024-11-05 10:19:42,2,2,2.5,2,10,59,1,2
89,2023-01-01,2024-11-05 10:24:19,1,1,2.5,8,4,54,1,2
90,2023-01-01,2024-11-05 10:25:22,2,1,2.55,8,4,72,1,2
91,2023-01-01,2024-11-05 10:25:45,2,2,3.5,4,17,21,1,2
92,2023-01-01,2024-11-05 10:25:45,1,2,3.5,0,1,34,1,2
93,2023-01-01,2024-11-05 10:27:48,2,1,3.0,8,5,68,1,2
94,2023-01-01,2024-11-05 10:30:07,1,2,3.1,2,25,44,1,2
95,2023-01-01,2024-11-05 10:30:07,1,2,3.25,0,27,17,1,2
96,2023-01-01,2024-11-05 10:35:47,1,1,3.75,4,17,76,1,2
97,2023-01-01,2024-11-05 10:41:53,1,2,4.5,4,17,20,1,2
98,2023-01-01,2024-11-05 10:47:53,2,2,3.75,2,25,43,1,2
99,2023-01-01,2024-11-05 10:49:13,2,1,3.0,8,3,23,1,2
100,2023-01-01,2024-11-05 10:49:51,2,2,4.75,4,17,75,1,2
101,2023-01-01,2024-11-05 10:51:17,1,2,3.0,8,5,68,1,2
102,2023-01-01,2024-11-05 10:52:44,2,1,2.5,2,10,59,1,2
103,2023-01-01,2024-11-05 10:52:44,1,1,3.75,0,23,0,1,2
104,2023-01-01,2024-11-05 10:56:14,1,2,3.75,2,0,47,1,2
105,2023-01-01,2024-11-05 10:56:14,1,2,3.5,0,1,9,1,2
106,2023-01-01,2024-11-05 11:01:48,1,0,2.0,2,10,60,1,2
107,2023-01-01,2024-11-05 11:01:58,1,0,3.75,2,0,47,1,2
108,2023-01-01,2024-11-05 11:01:58,1,0,3.5,0,23,18,1,2
109,2023-01-01,2024-11-05 11:03:25,2,2,3.0,8,5,68,1,2
110,2023-01-01,2024-11-05 11:03:25,1,2,3.5,0,23,18,1,2
111,2023-01-01,2024-11-05 11:04:32,2,1,4.25,2,0,48,1,2
112,2023-01-01,2024-11-05 11:08:11,1,0,4.5,4,17,20,1,2
113,2023-01-01,2024-11-05 11:08:59,2,1,3.0,8,3,23,1,2
114,2023-01-01,2024-11-05 11:09:01,1,0,4.5,4,17,20,1,2
115,2023-01-01,2024-11-05 11:10:21,1,0,3.0,8,5,68,1,2
116,2023-01-01,2024-11-05 11:10:21,1,0,3.75,0,27,46,1,2
117,2023-01-01,2024-11-05 11:10:58,1,0,2.5,8,5,69,1,2
118,2023-01-01,2024-11-05 11:12:29,1,0,3.0,8,6,50,1,2
119,2023-01-01,2024-11-05 11:16:02,2,0,3.0,8,6,63,1,2
120,2023-01-01,2024-11-05 11:21:00,2,1,2.5,8,4,54,1,2
121,2023-01-01,2024-11-05 11:21:04,2,2,3.0,8,3,23,1,2
122,2023-01-01,2024-11-05 11:21:14,1,0,3.75,4,17,76,1,2
123,2023-01-01,2024-11-05 11:23:01,1,1,2.2,2,13,33,1,2
124,2023-01-01,2024-11-05 11:23:43,2,2,3.75,4,17,76,1,2
125,2023-01-01,2024-11-05 11:23:43,1,2,3.0,0,27,55,1,2
126,2023-01-01,2024-11-05 11:25:35,2,0,3.0,8,3,26,1,2
127,2023-01-01,2024-11-05 11:25:37,2,2,3.75,2,0,5,1,2
128,2023-01-01,2024-11-05 11:28:15,2,1,2.5,8,6,64,1,2
129,2023-01-01,2024-11-05 11:28:29,2,0,3.5,2,13,31,1,2
130,2023-01-01,2024-11-05 11:29:25,2,2,2.55,8,4,72,1,2
131,2023-01-01,2024-11-05 11:29:57,2,1,3.1,2,25,44,1,2
132,2023-01-01,2024-11-05 11:29:57,1,1,4.5,0,27,66,1,2
133,2023-01-01,2024-11-05 11:30:22,1,1,2.5,2,10,59,1,2
134,2023-01-01,2024-11-05 11:31:35,1,1,3.0,2,10,58,1,2
135,2023-01-01,2024-11-05 11:31:43,2,2,3.0,8,3,23,1,2
136,2023-01-01,2024-11-05 11:31:43,1,2,3.25,0,27,35,1,2
137,2023-01-01,2024-11-05 11:31:53,2,2,2.5,8,4,54,1,2
138,2023-01-01,2024-11-05 11:31:53,1,2,3.5,0,23,18,1,2
139,2023-01-01,2024-11-05 11:39:14,1,2,3.75,4,17,76,1,2
140,2023-01-01,2024-11-05 11:39:14,1,2,3.75,0,23,10,1,2
141,2023-01-01,2024-11-05 11:40:26,2,0,2.5,8,4,79,1,2
142,2023-01-01,2024-11-05 11:43:57,2,0,2.2,2,22,4,1,2
143,2023-01-01,2024-11-05 11:44:09,1,2,3.75,2,0,47,1,2
144,2023-01-01,2024-11-05 11:47:13,1,0,3.0,2,13,14,1,2
145,2023-01-01,2024-11-05 11:48:56,2,1,2.5,8,3,24,1,2
146,2023-01-01,2024-11-05 11:49:42,1,1,2.5,8,4,54,1,2
147,2023-01-01,2024-11-05 11:49:42,1,1,3.25,0,27,35,1,2
148,2023-01-01,2024-11-05 11:50:16,2,0,3.0,2,22,3,1,2
149,2023-01-01,2024-11-05 11:50:23,2,0,3.75,2,25,43,1,2
150,2023-01-01,2024-11-05 11:50:58,2,2,3.0,8,6,63,1,2
151,2023-01-01,2024-11-05 11:51:30,2,1,3.5,2,13,31,1,2
152,2023-01-01,2024-11-05 11:52:31,1,2,3.1,8,4,71,1,2
153,2023-01-01,2024-11-05 11:57:17,2,0,3.0,2,0,29,1,2
154,2023-01-01,2024-11-05 11:57:59,1,0,2.5,8,3,24,1,2
155,2023-01-01,2024-11-05 11:57:59,1,0,3.75,0,27,46,1,2
156,2023-01-01,2024-11-05 11:58:15,2,0,3.75,4,17,76,1,2
157,2023-01-01,2024-11-05 12:00:20,1,2,2.5,2,13,15,0,2
158,2023-01-01,2024-11-05 12:01:00,2,0,3.0,8,3,26,0,2
159,2023-01-01,2024-11-05 12:01:20,2,0,3.1,2,25,44,0,2
160,2023-01-01,2024-11-05 12:01:20,1,0,3.5,0,23,18,0,2
161,2023-01-01,2024-11-05 12:03:09,1,1,3.75,2,25,43,0,2
162,2023-01-01,2024-11-05 12:03:38,1,1,3.0,8,5,68,0,2
163,2023-01-01,2024-11-05 12:03:43,1,0,2.5,8,6,64,0,2
164,2023-01-01,2024-11-05 12:04:22,2,1,3.5,2,22,2,0,2
165,2023-01-01,2024-11-05 12:05:31,2,0,2.5,8,4,79,0,2
166,2023-01-01,2024-11-05 12:06:29,1,2,2.5,8,5,69,0,2
167,2023-01-01,2024-11-05 12:07:42,1,1,3.0,2,10,58,0,2
168,2023-01-01,2024-11-05 12:08:21,1,2,3.0,8,6,50,0,2
169,2023-01-01,2024-11-05 12:08:36,1,1,3.1,2,25,44,0,2
170,2023-01-01,2024-11-05 12:09:11,2,0,2.0,2,13,16,0,2
171,2023-01-01,2024-11-05 12:09:12,2,1,2.5,8,3,24,0,2
172,2023-01-01,2024-11-05 12:13:07,2,2,3.75,2,0,47,0,2
173,2023-01-01,2024-11-05 12:14:26,2,1,3.1,2,25,44,0,2
174,2023-01-01,2024-11-05 12:17:38,2,1,2.5,8,3,24,0,2
175,2023-01-01,2024-11-05 12:18:07,2,2,2.2,2,22,4,0,2
176,2023-01-01,2024-11-05 12:18:44,2,0,3.0,8,3,26,0,2
177,2023-01-01,2024-11-05 12:20:16,2,0,3.75,4,17,76,0,2
178,2023-01-01,2024-11-05 12:23:39,1,0,3.0,2,10,58,0,2
179,2023-01-01,2024-11-05 12:27:06,2,2,4.25,2,0,6,0,2
180,2023-01-01,2024-11-05 12:30:46,2,0,2.5,8,6,64,0,2
181,2023-01-01,2024-11-05 12:30:49,1,1,3.75,2,0,47,0,2
182,2023-01-01,2024-11-05 12:33:20,2,0,2.5,8,4,54,0,2
183,2023-01-01,2024-11-05 12:33:35,2,0,2.5,2,13,15,0,2
184,2023-01-01,2024-11-05 12:35:53,2,2,2.2,2,13,33,0,2
185,2023-01-01,2024-11-05 12:36:57,1,1,3.75,4,17,76,0,2
186,2023-01-01,2024-11-05 12:38:28,2,1,3.0,8,3,26,0,2
187,2023-01-01,2024-11-05 12:42:26,1,0,3.0,8,4,78,0,2
188,2023-01-01,2024-11-05 12:44:01,1,1,3.75,4,17,76,0,2
189,2023-01-01,2024-11-05 12:44:31,1,0,3.0,8,4,78,0,2
190,2023-01-01,2024-11-05 12:44:32,1,0,2.5,8,4,79,0,2
191,2023-01-01,2024-11-05 12:45:52,2,0,2.0,2,13,16,0,2
192,2023-01-01,2024-11-05 12:46:22,1,0,2.55,8,4,72,0,2
193,2023-01-01,2024-11-05 12:46:26,1,0,2.5,2,10,59,0,2
194,2023-01-01,2024-11-05 12:46:55,1,0,3.5,2,13,31,0,2
195,2023-01-01,2024-11-05 12:46:55,1,0,3.5,0,23,18,0,2
196,2023-01-01,2024-11-05 12:48:08,2,0,3.75,2,0,47,0,2
197,2023-01-01,2024-11-05 12:49:48,1,1,3.0,2,13,14,0,2
198,2023-01-01,2024-11-05 12:50:15,1,0,4.5,4,17,20,0,2
199,2023-01-01,2024-11-05 12:50:28,2,0,3.0,2,13,32,0,2
200,2023-01-01,2024-11-05 12:51:21,1,1,3.0,8,4,78,0,2
201,2023-01-01,2024-11-05 12:51:57,1,2,4.75,4,17,75,0,2
202,2023-01-01,2024-11-05 12:51:57,1,2,3.25,0,27,35,0,2
203,2023-01-01,2024-11-05 12:52:18,1,2,2.55,8,4,72,0,2
204,2023-01-01,2024-11-05 12:52:18,1,2,3.5,0,23,18,0,2
205,2023-01-01,2024-11-05 12:53:11,2,1,2.5,2,13,15,0,2
206,2023-01-01,2024-11-05 12:53:59,1,1,3.0,2,0,29,0,2
207,2023-01-01,2024-11-05 12:55:25,1,0,3.0,8,3,26,0,2
208,2023-01-01,2024-11-05 12:55:27,1,2,3.1,8,4,71,0,2
209,2023-01-01,2024-11-05 12:55:27,1,2,3.5,0,23,18,0,2
210,2023-01-01,2024-11-05 12:55:36,1,1,3.0,8,6,63,0,2
211,2023-01-01,2024-11-05 12:55:53,2,1,3.0,2,22,3,0,2
212,2023-01-01,2024-11-05 12:56:33,1,0,4.75,4,17,75,0,2
213,2023-01-01,2024-11-05 12:56:59,1,0,3.0,8,5,68,0,2
214,2023-01-01,2024-11-05 12:58:54,2,0,2.5,8,6,64,0,2
215,2023-01-01,2024-11-05 12:59:06,1,1,3.75,2,25,43,0,2
216,2023-01-01,2024-11-05 13:00:38,2,2,3.0,2,13,14,0,2
217,2023-01-01,2024-11-05 13:01:33,2,2,2.2,2,22,4,0,2
218,2023-01-01,2024-11-05 13:02:40,1,1,3.0,8,3,26,0,2
219,2023-01-01,2024-11-05 13:02:40,1,1,4.5,0,27,66,0,2
220,2023-01-01,2024-11-05 13:02:52,1,1,3.0,2,22,3,0,2
221,2023-01-01,2024-11-05 13:03:13,2,0,3.0,8,6,50,0,2
222,2023-01-01,2024-11-05 13:04:01,2,1,2.2,2,22,4,0,2
223,2023-01-01,2024-11-05 13:04:01,1,1,3.25,0,27,35,0,2
224,2023-01-01,2024-11-05 13:04:22,2,1,2.5,8,6,51,0,2
225,2023-01-01,2024-11-05 13:04:37,2,1,2.5,8,4,54,0,2
226,2023-01-01,2024-11-05 13:04:51,1,0,2.0,2,10,60,0,2
227,2023-01-01,2024-11-05 13:05:56,1,0,3.5,4,17,21,0,2
228,2023-01-01,2024-11-05 13:07:37,2,2,3.0,2,10,58,0,2
229,2023-01-01,2024-11-05 13:09:03,1,0,3.1,2,25,44,0,2
230,2023-01-01,2024-11-05 13:12:03,2,2,3.0,2,13,14,0,2
231,2023-01-01,2024-11-05 13:13:09,1,2,3.75,4,17,76,0,2
232,2023-01-01,2024-11-05 13:17:30,1,1,2.55,8,4,72,0,2
233,2023-01-01,2024-11-05 13:17:32,2,0,4.0,8,4,53,0,2
234,2023-01-01,2024-11-05 13:18:34,2,1,3.0,8,3,26,0,2
235,2023-01-01,2024-11-05 13:19:09,1,1,4.0,8,4,53,0,2
236,2023-01-01,2024-11-05 13:19:09,1,1,3.5,0,23,18,0,2
237,2023-01-01,2024-11-05 13:19:36,1,0,2.5,2,10,59,0,2
238,2023-01-01,2024-11-05 13:19:56,2,1,2.2,2,13,33,0,2
239,2023-01-01,2024-11-05 13:20:51,2,0,3.1,2,25,44,0,2
240,2023-01-01,2024-11-05 13:21:23,2,0,3.75,2,0,47,0,2
241,2023-01-01,2024-11-05 13:22:11,1,2,2.5,2,10,59,0,2
242,2023-01-01,2024-11-05 13:22:45,2,0,2.5,8,5,69,0,2
243,2023-01-01,2024-11-05 13:23:54,2,0,3.5,4,17,21,0,2
244,2023-01-01,2024-11-05 13:24:29,2,2,3.75,4,17,76,0,2
245,2023-01-01,2024-11-05 13:30:49,2,2,2.2,2,13,33,0,2
246,2023-01-01,2024-11-05 13:32:07,2,2,2.2,2,22,4,0,2
247,2023-01-01,2024-11-05 13:32:34,1,2,3.0,2,0,61,0,2
248,2023-01-01,2024-11-05 13:34:12,2,0,2.0,2,13,16,0,2
249,2023-01-01,2024-11-05 13:38:09,1,1,3.5,2,22,2,0,2
250,2023-01-01,2024-11-05 13:38:11,2,1,3.75,2,0,5,0,2
251,2023-01-01,2024-11-05 13:39:41,1,2,3.0,8,3,23,0,2
252,2023-01-01,2024-11-05 13:40:47,2,0,2.5,8,4,54,0,2
253,2023-01-01,2024-11-05 13:41:09,2,0,2.5,8,6,51,0,2
254,2023-01-01,2024-11-05 13:42:10,1,0,3.0,8,6,50,0,2
255,2023-01-01,2024-11-05 13:42:49,1,2,3.75,2,25,43,0,2
256,2023-01-01,2024-11-05 13:42:58,1,2,2.5,8,4,79,0,2
257,2023-01-01,2024-11-05 13:42:58,1,2,3.25,0,27,35,0,2
258,2023-01-01,2024-11-05 13:43:18,2,0,2.5,8,4,54,0,2
259,2023-01-01,2024-11-05 13:43:18,1,0,3.25,0,1,37,0,2
260,2023-01-01,2024-11-05 13:43:41,2,2,2.2,2,22,4,0,2
261,2023-01-01,2024-11-05 13:44:26,1,0,3.1,8,4,71,0,2
262,2023-01-01,2024-11-05 13:47:51,1,1,3.75,2,0,5,0,2
263,2023-01-01,2024-11-05 13:49:03,2,1,2.0,2,10,60,0,2
264,2023-01-01,2024-11-05 13:50:09,1,2,3.0,8,4,78,0,2
265,2023-01-01,2024-11-05 13:50:47,2,1,2.5,8,4,54,0,2
266,2023-01-01,2024-11-05 13:51:56,2,1,3.0,2,13,32,0,2
267,2023-01-01,2024-11-05 13:53:04,2,0,3.75,2,0,47,0,2
268,2023-01-01,2024-11-05 13:53:31,1,1,3.5,2,13,31,0,2
269,2023-01-01,2024-11-05 13:54:18,2,1,2.0,2,10,60,0,2
270,2023-01-01,2024-11-05 13:55:04,1,2,2.5,8,6,51,0,2
271,2023-01-01,2024-11-05 13:55:50,2,1,3.0,8,6,63,0,2
272,2023-01-01,2024-11-05 13:56:15,2,1,2.5,8,3,27,0,2
273,2023-01-01,2024-11-05 13:56:24,1,1,3.0,8,4,78,0,2
274,2023-01-01,2024-11-05 13:57:34,2,2,3.5,2,22,2,0,2
275,2023-01-01,2024-11-05 13:57:34,1,2,3.75,0,23,10,0,2
276,2023-01-01,2024-11-05 13:58:10,2,0,2.5,8,5,69,0,2
277,2023-01-01,2024-11-05 13:58:11,1,2,2.45,2,25,45,0,2
278,2023-01-01,2024-11-05 13:59:58,2,2,4.25,2,0,48,0,2
279,2023-01-01,2024-11-05 14:03:34,2,2,2.2,2,22,4,0,2
280,2023-01-01,2024-11-05 14:03:34,1,2,3.25,0,1,37,0,2
281,2023-01-01,2024-11-05 14:03:41,1,0,3.0,2,13,32,0,2
282,2023-01-01,2024-11-05 14:07:12,2,0,4.25,2,0,6,0,2
283,2023-01-01,2024-11-05 14:07:56,1,0,2.5,2,10,59,0,2
284,2023-01-01,2024-11-05 14:08:03,1,1,3.0,2,10,58,0,2
285,2023-01-01,2024-11-05 14:08:03,1,1,3.75,0,23,10,0,2
286,2023-01-01,2024-11-05 14:11:14,2,1,3.75,4,17,76,0,2
287,2023-01-01,2024-11-05 14:13:28,2,2,3.1,8,4,71,0,2
288,2023-01-01,2024-11-05 14:19:57,2,2,2.5,2,10,59,0,2
289,2023-01-01,2024-11-05 14:20:06,2,0,3.1,2,25,44,0,2
290,2023-01-01,2024-11-05 14:20:08,2,0,2.5,8,6,51,0,2
291,2023-01-01,2024-11-05 14:22:01,2,1,3.0,8,3,26,0,2
292,2023-01-01,2024-11-05 14:22:38,2,2,4.25,2,0,48,0,2
293,2023-01-01,2024-11-05 14:23:28,1,1,4.0,8,4,53,0,2
294,2023-01-01,2024-11-05 14:23:28,1,1,3.75,0,23,10,0,2
295,2023-01-01,2024-11-05 14:24:55,2,0,4.25,2,0,6,0,2
296,2023-01-01,2024-11-05 14:24:55,1,0,3.75,0,27,46,0,2
297,2023-01-01,2024-11-05 14:25:32,2,0,3.5,4,17,21,0,2
298,2023-01-01,2024-11-05 14:25:39,2,2,3.0,2,10,58,0,2
299,2023-01-01,2024-11-05 14:26:36,1,1,4.75,4,17,75,0,2
300,2023-01-01,2024-11-05 14:29:05,2,2,3.0,8,6,63,0,2
301,2023-01-01,2024-11-05 14:29:50,2,2,3.0,8,3,26,0,2
302,2023-01-01,2024-11-05 14:29:50,1,2,4.5,0,27,66,0,2
303,2023-01-01,2024-11-05 14:30:51,1,1,2.5,8,3,27,0,2
304,2023-01-01,2024-11-05 14:30:58,1,2,3.1,8,4,71,0,2
305,2023-01-01,2024-11-05 14:31:26,1,2,2.5,8,6,51,0,2
306,2023-01-01,2024-11-05 14:32:20,2,1,3.0,2,13,14,0,2
307,2023-01-01,2024-11-05 14:32:42,2,2,4.25,2,0,6,0,2
308,2023-01-01,2024-11-05 14:32:54,2,1,4.25,2,0,48,0,2
309,2023-01-01,2024-11-05 14:35:47,1,0,4.0,8,4,53,0,2
310,2023-01-01,2024-11-05 14:36:23,2,0,3.0,2,13,14,0,2
311,2023-01-01,2024-11-05 14:36:35,1,2,3.1,8,4,71,0,2
312,2023-01-01,2024-11-05 14:37:48,1,2,2.5,8,6,64,0,2
313,2023-01-01,2024-11-05 14:39:06,1,2,3.0,2,0,61,0,2
314,2023-01-01,2024-11-05 14:39:48,2,1,2.45,2,25,45,0,2
315,2023-01-01,2024-11-05 14:42:39,2,2,4.75,4,17,75,0,2
316,2023-01-01,2024-11-05 14:43:13,2,0,2.5,8,3,24,0,2
317,2023-01-01,2024-11-05 14:45:31,1,0,3.0,8,5,68,0,2
318,2023-01-01,2024-11-05 14:46:09,1,1,2.5,8,3,27,0,2
319,2023-01-01,2024-11-05 14:47:29,1,1,3.0,2,10,58,0,2
320,2023-01-01,2024-11-05 14:47:29,1,1,3.5,0,23,18,0,2
321,2023-01-01,2024-11-05 14:49:49,2,1,3.0,8,3,23,0,2
322,2023-01-01,2024-11-05 14:51:19,2,2,3.0,8,6,50,0,2
323,2023-01-01,2024-11-05 14:55:34,2,0,2.45,2,25,45,0,2
324,2023-01-01,2024-11-05 14:58:07,2,1,3.0,2,13,14,0,2
325,2023-01-01,2024-11-05 14:58:35,1,0,3.0,8,6,50,0,2
326,2023-01-01,2024-11-05 15:02:04,2,0,4.25,2,0,48,0,2
327,2023-01-01,2024-11-05 15:02:28,1,1,3.75,2,0,47,0,2
328,2023-01-01,2024-11-05 15:06:27,2,2,2.2,2,22,4,0,2
329,2023-01-01,2024-11-05 15:08:28,2,0,3.0,8,6,50,0,2
330,2023-01-01,2024-11-05 15:09:37,1,0,2.0,2,10,60,0,2
331,2023-01-01,2024-11-05 15:09:54,1,1,4.75,4,17,75,0,2
332,2023-01-01,2024-11-05 15:10:10,1,2,3.75,2,0,5,0,2
333,2023-01-01,2024-11-05 15:10:10,1,2,3.5,0,23,18,0,2
334,2023-01-01,2024-11-05 15:12:22,1,0,3.0,2,10,58,0,2
335,2023-01-01,2024-11-05 15:12:54,2,0,2.5,8,4,79,0,2
336,2023-01-01,2024-11-05 15:14:19,2,0,3.0,2,22,3,0,2
337,2023-01-01,2024-11-05 15:16:37,2,2,3.75,2,0,47,0,2
338,2023-01-01,2024-11-05 15:18:56,1,0,4.75,4,17,75,0,2
339,2023-01-01,2024-11-05 15:19:34,1,0,2.5,2,13,15,0,2
340,2023-01-01,2024-11-05 15:21:05,2,1,3.0,2,13,14,0,2
341,2023-01-01,2024-11-05 15:22:11,2,0,4.25,2,0,48,0,2
342,2023-01-01,2024-11-05 15:24:01,1,1,3.0,2,22,3,0,2
343,2023-01-01,2024-11-05 15:25:09,2,2,2.5,8,3,24,0,2
344,2023-01-01,2024-11-05 15:27:11,2,0,3.5,4,17,21,0,2
345,2023-01-01,2024-11-05 15:28:29,1,0,3.5,4,17,21,0,2
346,2023-01-01,2024-11-05 15:28:54,1,2,3.0,8,6,50,0,2
347,2023-01-01,2024-11-05 15:29:24,1,0,3.1,8,4,71,0,2
