transaction_id,transaction_date,transaction_time,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,period,season
139,0,11767,1,2,3.75,4,17,76,1,2
140,0,11767,1,2,3.75,0,23,10,1,2
141,0,11809,2,0,2.5,8,4,79,1,2
142,0,11911,2,0,2.2,2,22,4,1,2
143,0,11917,1,2,3.75,2,0,47,1,2
144,0,12005,1,0,3.0,2,13,14,1,2
145,0,12056,2,1,2.5,8,3,24,1,2
146,0,12077,1,1,2.5,8,4,54,1,2
147,0,12077,1,1,3.25,0,27,35,1,2
148,0,12096,2,0,3.0,2,22,3,1,2
149,0,12101,2,0,3.75,2,25,43,1,2
150,0,12117,2,2,3.0,8,6,63,1,2
151,0,12134,2,1,3.5,2,13,31,1,2
152,0,12166,1,2,3.1,8,4,71,1,2
153,0,12304,2,0,3.0,2,0,29,1,2
154,0,12320,1,0,2.5,8,3,24,1,2
155,0,12320,1,0,3.75,0,27,46,1,2
156,0,12328,2,0,3.75,4,17,76,1,2
157,0,12385,1,2,2.5,2,13,15,0,2
158,0,12406,2,0,3.0,8,3,26,0,2
159,0,12417,2,0,3.1,2,25,44,0,2
160,0,12417,1,0,3.5,0,23,18,0,2
161,0,12467,1,1,3.75,2,25,43,0,2
162,0,12481,1,1,3.0,8,5,68,0,2
163,0,12486,1,0,2.5,8,6,64,0,2
164,0,12503,2,1,3.5,2,22,2,0,2
165,0,12539,2,0,2.5,8,4,79,0,2
166,0,12566,1,2,2.5,8,5,69,0,2
167,0,12599,1,1,3.0,2,10,58,0,2
168,0,12615,1,2,3.0,8,6,50,0,2
169,0,12621,1,1,3.1,2,25,44,0,2
170,0,12636,2,0,2.0,2,13,16,0,2
171,0,12637,2,1,2.5,8,3,24,0,2
172,0,12747,2,2,3.75,2,0,47,0,2
173,0,12786,2,1,3.1,2,25,44,0,2
174,0,12886,2,1,2.5,8,3,24,0,2
175,0,12899,2,2,2.2,2,22,4,0,2
176,0,12916,2,0,3.0,8,3,26,0,2
177,0,12952,2,0,3.75,4,17,76,0,2
178,0,13057,1,0,3.0,2,10,58,0,2
179,0,13160,2,2,4.25,2,0,6,0,2
180,0,13266,2,0,2.5,8,6,64,0,2
181,0,13268,1,1,3.75,2,0,47,0,2
182,0,13342,2,0,2.5,8,4,54,0,2
183,0,13345,2,0,2.5,2,13,15,0,2
184,0,13420,2,2,2.2,2,13,33,0,2
185,0,13454,1,1,3.75,4,17,76,0,2
186,0,13500,2,1,3.0,8,3,26,0,2
187,0,13610,1,0,3.0,8,4,78,0,2
188,0,13654,1,1,3.75,4,17,76,0,2
189,0,13668,1,0,3.0,8,4,78,0,2
190,0,13669,1,0,2.5,8,4,79,0,2
191,0,13710,2,0,2.0,2,13,16,0,2
192,0,13725,1,0,2.55,8,4,72,0,2
193,0,13727,1,0,2.5,2,10,59,0,2
194,0,13737,1,0,3.5,2,13,31,0,2
195,0,13737,1,0,3.5,0,23,18,0,2
196,0,13769,2,0,3.75,2,0,47,0,2
197,0,13828,1,1,3.0,2,13,14,0,2
198,0,13838,1,0,4.5,4,17,20,0,2
199,0,13845,2,0,3.0,2,13,32,0,2
200,0,13867,1,1,3.0,8,4,78,0,2
201,0,13891,1,2,4.75,4,17,75,0,2
202,0,13891,1,2,3.25,0,27,35,0,2
203,0,13900,1,2,2.55,8,4,72,0,2
204,0,13900,1,2,3.5,0,23,18,0,2
205,0,13924,2,1,2.5,2,13,15,0,2
206,0,13944,1,1,3.0,2,0,29,0,2
207,0,13979,1,0,3.0,8,3,26,0,2
208,0,13980,1,2,3.1,8,4,71,0,2
209,0,13980,1,2,3.5,0,23,18,0,2
210,0,13986,1,1,3.0,8,6,63,0,2
211,0,13994,2,1,3.0,2,22,3,0,2
212,0,14013,1,0,4.75,4,17,75,0,2
213,0,14026,1,0,3.0,8,5,68,0,2
214,0,14079,2,0,2.5,8,6,64,0,2
215,0,14082,1,1,3.75,2,25,43,0,2
216,0,14119,2,2,3.0,2,13,14,0,2
217,0,14149,2,2,2.2,2,22,4,0,2
218,0,14181,1,1,3.0,8,3,26,0,2
219,0,14181,1,1,4.5,0,27,66,0,2
220,0,14188,1,1,3.0,2,22,3,0,2
221,0,14196,2,0,3.0,8,6,50,0,2
222,0,14224,2,1,2.2,2,22,4,0,2
223,0,14224,1,1,3.25,0,27,35,0,2
224,0,14233,2,1,2.5,8,6,51,0,2
225,0,14241,2,1,2.5,8,4,54,0,2
226,0,14246,1,0,2.0,2,10,60,0,2
227,0,14284,1,0,3.5,4,17,21,0,2
228,0,14336,2,2,3.0,2,10,58,0,2
229,0,14385,1,0,3.1,2,25,44,0,2
230,0,14472,2,2,3.0,2,13,14,0,2
231,0,14502,1,2,3.75,4,17,76,0,2
232,0,14630,1,1,2.55,8,4,72,0,2
233,0,14631,2,0,4.0,8,4,53,0,2
234,0,14657,2,1,3.0,8,3,26,0,2
235,0,14670,1,1,4.0,8,4,53,0,2
236,0,14670,1,1,3.5,0,23,18,0,2
237,0,14684,1,0,2.5,2,10,59,0,2
238,0,14690,2,1,2.2,2,13,33,0,2
239,0,14718,2,0,3.1,2,25,44,0,2
240,0,14737,2,0,3.75,2,0,47,0,2
241,0,14755,1,2,2.5,2,10,59,0,2
242,0,14769,2,0,2.5,8,5,69,0,2
243,0,14801,2,0,3.5,4,17,21,0,2
244,0,14819,2,2,3.75,4,17,76,0,2
245,0,14981,2,2,2.2,2,13,33,0,2
246,0,15014,2,2,2.2,2,22,4,0,2
247,0,15026,1,2,3.0,2,0,61,0,2
248,0,15069,2,0,2.0,2,13,16,0,2
249,0,15174,1,1,3.5,2,22,2,0,2
250,0,15176,2,1,3.75,2,0,5,0,2
251,0,15215,1,2,3.0,8,3,23,0,2
252,0,15248,2,0,2.5,8,4,54,0,2
253,0,15260,2,0,2.5,8,6,51,0,2
254,0,15292,1,0,3.0,8,6,50,0,2
255,0,15308,1,2,3.75,2,25,43,0,2
256,0,15313,1,2,2.5,8,4,79,0,2
257,0,15313,1,2,3.25,0,27,35,0,2
258,0,15326,2,0,2.5,8,4,54,0,2
259,0,15326,1,0,3.25,0,1,37,0,2
260,0,15334,2,2,2.2,2,22,4,0,2
261,0,15359,1,0,3.1,8,4,71,0,2
262,0,15469,1,1,3.75,2,0,5,0,2
263,0,15502,2,1,2.0,2,10,60,0,2
264,0,15532,1,2,3.0,8,4,78,0,2
265,0,15546,2,1,2.5,8,4,54,0,2
266,0,15587,2,1,3.0,2,13,32,0,2
267,0,15620,2,0,3.75,2,0,47,0,2
268,0,15635,1,1,3.5,2,13,31,0,2
269,0,15657,2,1,2.0,2,10,60,0,2
270,0,15677,1,2,2.5,8,6,51,0,2
271,0,15699,2,1,3.0,8,6,63,0,2
272,0,15710,2,1,2.5,8,3,27,0,2
273,0,15713,1,1,3.0,8,4,78,0,2
274,0,15745,2,2,3.5,2,22,2,0,2
275,0,15745,1,2,3.75,0,23,10,0,2
276,0,15765,2,0,2.5,8,5,69,0,2
277,0,15766,1,2,2.45,2,25,45,0,2
278,0,15822,2,2,4.25,2,0,48,0,2
279,0,15927,2,2,2.2,2,22,4,0,2
280,0,15927,1,2,3.25,0,1,37,0,2
281,0,15929,1,0,3.0,2,13,32,0,2
282,0,16026,2,0,4.25,2,0,6,0,2
283,0,16048,1,0,2.5,2,10,59,0,2
284,0,16051,1,1,3.0,2,10,58,0,2
285,0,16051,1,1,3.75,0,23,10,0,2
286,0,16152,2,1,3.75,4,17,76,0,2
287,0,16214,2,2,3.1,8,4,71,0,2
288,0,16395,2,2,2.5,2,10,59,0,2
289,0,16401,2,0,3.1,2,25,44,0,2
290,0,16403,2,0,2.5,8,6,51,0,2
291,0,16454,2,1,3.0,8,3,26,0,2
292,0,16471,2,2,4.25,2,0,48,0,2
293,0,16497,1,1,4.0,8,4,53,0,2
294,0,16497,1,1,3.75,0,23,10,0,2
295,0,16537,2,0,4.25,2,0,6,0,2
296,0,16537,1,0,3.75,0,27,46,0,2
297,0,16558,2,0,3.5,4,17,21,0,2
298,0,16562,2,2,3.0,2,10,58,0,2
299,0,16593,1,1,4.75,4,17,75,0,2
300,0,16672,2,2,3.0,8,6,63,0,2
301,0,16694,2,2,3.0,8,3,26,0,2
302,0,16694,1,2,4.5,0,27,66,0,2
303,0,16723,1,1,2.5,8,3,27,0,2
304,0,16727,1,2,3.1,8,4,71,0,2
305,0,16738,1,2,2.5,8,6,51,0,2
306,0,16764,2,1,3.0,2,13,14,0,2
307,0,16774,2,2,4.25,2,0,6,0,2
308,0,16778,2,1,4.25,2,0,48,0,2
309,0,16856,1,0,4.0,8,4,53,0,2
310,0,16867,2,0,3.0,2,13,14,0,2
311,0,16875,1,2,3.1,8,4,71,0,2
312,0,16912,1,2,2.5,8,6,64,0,2
313,0,16942,1,2,3.0,2,0,61,0,2
314,0,16962,2,1,2.45,2,25,45,0,2
315,0,17048,2,2,4.75,4,17,75,0,2
316,0,17065,2,0,2.5,8,3,24,0,2
317,0,17130,1,0,3.0,8,5,68,0,2
318,0,17143,1,1,2.5,8,3,27,0,2
319,0,17183,1,1,3.0,2,10,58,0,2
320,0,17183,1,1,3.5,0,23,18,0,2
321,0,17252,2,1,3.0,8,3,23,0,2
322,0,17284,2,2,3.0,8,6,50,0,2
323,0,17407,2,0,2.45,2,25,45,0,2
324,0,17487,2,1,3.0,2,13,14,0,2
325,0,17501,1,0,3.0,8,6,50,0,2
326,0,17624,2,0,4.25,2,0,48,0,2
327,0,17635,1,1,3.75,2,0,47,0,2
328,0,17761,2,2,2.2,2,22,4,0,2
329,0,17813,2,0,3.0,8,6,50,0,2
330,0,17841,1,0,2.0,2,10,60,0,2
331,0,17849,1,1,4.75,4,17,75,0,2
332,0,17855,1,2,3.75,2,0,5,0,2
333,0,17855,1,2,3.5,0,23,18,0,2
334,0,17916,1,0,3.0,2,10,58,0,2
335,0,17929,2,0,2.5,8,4,79,0,2
336,0,17965,2,0,3.0,2,22,3,0,2
337,0,18031,2,2,3.75,2,0,47,0,2
338,0,18097,1,0,4.75,4,17,75,0,2
339,0,18114,1,0,2.5,2,13,15,0,2
340,0,18159,2,1,3.0,2,13,14,0,2
341,0,18195,2,0,4.25,2,0,48,0,2
342,0,18243,1,1,3.0,2,22,3,0,2
343,0,18275,2,2,2.5,8,3,24,0,2
344,0,18327,2,0,3.5,4,17,21,0,2
345,0,18364,1,0,3.5,4,17,21,0,2
346,0,18380,1,2,3.0,8,6,50,0,2
347,0,18392,1,0,3.1,8,4,71,0,2
348,0,18392,1,0,3.25,0,27,17,0,2
349,0,18414,1,0,3.0,8,6,50,0,2
350,0,18419,2,0,2.2,2,13,33,0,2
351,0,18439,1,2,2.45,2,25,45,0,2
352,0,18439,2,1,2.5,2,13,15,0,2
353,0,18517,2,2,2.0,2,13,16,0,2
354,0,18517,1,2,3.5,0,1,34,0,2
355,0,18531,2,0,4.25,2,0,6,0,2
356,0,18531,1,0,3.5,0,1,9,0,2
357,0,18615,2,2,3.0,2,0,29,0,2
358,0,18696,1,1,2.5,8,6,64,0,2
359,0,18765,1,0,3.75,2,25,43,0,2
360,0,18850,2,0,2.5,8,5,69,0,2
361,0,18897,2,2,3.75,2,0,5,0,2
362,0,19037,2,1,3.1,2,25,44,0,2
363,0,19072,2,2,4.25,2,0,48,0,2
364,0,19072,1,2,3.25,0,1,37,0,2
365,0,19119,2,2,3.5,2,13,31,0,2
366,0,19179,1,1,3.0,2,10,58,0,2
367,0,19180,2,0,2.2,2,13,33,0,2
368,0,19265,1,1,2.5,8,3,27,0,2
369,0,19309,1,1,3.75,2,0,47,0,2
370,0,19361,1,1,4.25,2,0,6,0,2
371,0,19398,2,0,2.45,2,25,45,0,2
372,0,19408,1,1,2.5,8,5,69,0,2
373,0,19416,2,0,2.5,8,6,51,0,2
374,0,19474,2,0,2.5,2,10,59,0,2
375,0,19512,2,0,2.5,2,10,59,0,2
376,0,19562,2,0,2.5,8,6,51,0,2
377,0,19613,2,0,2.5,8,6,51,0,2
378,0,19653,1,1,3.0,2,0,61,0,2
379,0,19802,2,0,2.45,2,25,45,0,2
380,0,19824,2,0,2.5,2,13,15,0,2
381,0,19870,2,1,2.5,2,13,15,0,2
382,0,19880,1,0,2.55,8,4,72,0,2
383,0,19884,2,2,3.75,2,0,5,0,2
384,0,19903,2,0,3.75,2,25,43,0,2
385,0,19965,1,2,2.0,2,10,60,0,2
386,0,19979,1,0,2.0,2,10,60,0,2
387,0,20062,1,0,2.5,8,6,64,0,2
388,0,20128,1,2,2.55,8,4,72,0,2
389,0,20136,2,1,3.0,8,4,78,0,2
390,0,20163,1,2,2.5,8,6,51,0,2
391,0,20188,2,0,3.5,2,22,2,0,2
392,0,20204,1,0,3.75,2,0,5,0,2
393,0,20311,1,0,3.1,2,25,44,0,2
394,0,20354,1,2,2.0,2,13,16,0,2
395,0,20472,1,0,3.75,2,25,43,0,2
396,0,20474,1,1,3.5,4,17,21,0,2
397,0,20498,1,0,3.5,2,13,31,0,2
398,0,20499,1,2,2.5,8,5,69,0,2
399,0,20541,1,2,2.5,2,10,59,0,2
400,0,20596,2,1,2.5,8,3,24,0,2
401,0,20637,2,0,2.5,8,4,54,0,2
402,0,20702,1,2,2.5,8,6,64,0,2
403,0,20702,1,2,3.25,0,27,35,0,2
404,0,20742,2,2,2.5,8,6,64,0,2
405,0,20763,1,2,3.0,8,4,78,0,2
406,0,20763,1,2,3.75,0,23,10,0,2
407,0,20773,1,0,2.5,8,4,79,0,2
408,0,20850,2,1,2.5,8,6,51,0,2
409,0,20872,1,2,2.5,8,3,24,0,2
410,0,20992,1,0,2.0,2,13,16,0,2
411,0,21046,1,0,3.5,4,17,21,0,2
412,0,21046,1,0,3.25,0,1,37,0,2
413,0,21122,2,2,3.75,2,25,43,0,2
414,0,21131,2,1,2.5,8,3,24,0,2
415,0,21181,1,0,2.5,8,3,24,0,2
416,0,21243,2,0,3.75,2,25,43,0,2
417,0,21353,2,1,3.0,8,5,68,0,2
418,0,21392,1,0,3.5,2,22,2,0,2
419,0,21393,1,0,4.5,4,17,20,0,2
420,0,21431,2,1,3.75,2,25,43,0,2
421,0,21465,2,2,2.2,2,13,33,0,2
422,0,21552,1,1,3.1,2,25,44,0,2
423,0,21583,2,1,4.0,8,4,53,0,2
424,0,21585,1,1,2.2,2,13,33,0,2
425,0,21620,1,0,2.5,2,13,15,0,2
426,0,21634,2,2,2.45,2,25,45,0,2
427,0,21634,1,2,3.5,0,23,18,0,2
428,0,21637,2,1,4.25,2,0,48,0,2
429,0,21647,2,1,2.0,2,13,16,0,2
430,0,21657,2,1,3.0,2,0,61,0,2
431,0,21657,1,1,4.5,0,27,66,0,2
432,0,21663,2,1,2.5,8,5,69,0,2
433,0,21663,1,1,3.0,0,27,55,0,2
434,0,21737,1,0,3.75,2,25,43,0,2
435,0,21748,1,2,2.5,8,3,27,0,2
436,0,21749,1,0,4.25,2,0,6,0,2
437,0,21822,2,0,3.5,4,17,21,0,2
438,0,21834,1,1,3.1,2,25,44,0,2
439,0,21834,1,1,3.5,0,1,9,0,2
440,0,21896,1,2,3.0,2,0,29,0,2
441,0,21896,1,2,3.25,0,27,17,0,2
442,0,21913,1,0,2.5,8,5,69,0,2
443,0,21913,1,0,3.5,0,23,18,0,2
444,0,22047,2,1,2.5,8,4,54,0,2
445,0,22068,1,0,3.0,8,5,68,0,2
446,0,22068,1,0,3.25,0,1,37,0,2
447,0,22124,1,1,2.5,8,6,51,0,2
448,0,22227,1,0,4.0,8,4,53,0,2
449,0,22260,2,0,4.0,8,4,53,0,2
450,0,22260,1,0,3.75,0,23,10,0,2
451,0,22320,2,1,2.5,8,4,79,0,2
452,0,22337,2,0,3.5,2,22,2,0,2
453,0,22337,1,0,3.5,0,1,34,0,2
454,0,22348,1,1,2.45,2,25,45,0,2
455,0,22359,1,1,3.5,2,22,2,0,2
456,0,22393,2,1,3.75,2,25,43,0,2
457,0,22393,1,1,3.5,0,1,9,0,2
458,0,22470,2,1,3.75,4,17,76,0,2
459,0,22501,1,2,3.0,8,6,63,0,2
460,0,22505,2,1,3.75,2,0,47,0,2
461,0,22523,2,0,3.75,4,17,76,0,2
462,0,22612,2,0,2.55,8,4,72,0,2
463,0,22690,1,1,3.0,2,13,14,0,2
464,0,22724,1,2,4.25,2,0,48,0,2
465,0,22780,2,1,3.0,8,4,78,0,2
466,0,22780,1,1,3.5,0,1,9,0,2
467,0,22820,2,1,3.0,8,6,63,2,2
468,0,22847,1,0,2.5,8,4,79,2,2
469,0,22854,2,2,3.0,8,3,26,2,2
470,0,22877,1,0,2.0,2,13,16,2,2
471,0,22877,1,0,4.5,0,27,66,2,2
472,0,22918,1,0,2.0,2,13,16,2,2
473,0,22982,2,0,3.0,2,13,14,2,2
474,0,22982,1,0,3.75,0,27,46,2,2
475,0,22996,1,1,2.5,2,10,59,2,2
476,0,23049,2,0,2.45,2,25,45,2,2
477,0,23145,2,0,2.2,2,22,4,2,2
478,0,23168,2,2,2.5,2,10,59,2,2
479,0,23174,2,1,3.1,8,4,71,2,2
480,0,23193,2,1,3.0,2,22,3,2,2
481,0,23261,2,1,3.75,2,25,43,2,2
482,0,23299,1,0,4.5,4,17,20,2,2
483,0,23345,1,2,2.5,8,4,79,2,2
484,0,23345,1,2,3.5,0,1,9,2,2
485,0,23390,1,0,2.5,8,5,69,2,2
486,0,23413,2,0,4.75,4,17,75,2,2
487,0,23434,2,2,3.0,2,0,29,2,2
488,0,23435,1,0,3.0,2,13,32,2,2
489,0,23435,1,0,3.75,0,27,46,2,2
490,0,23462,2,2,3.0,8,4,78,2,2
491,0,23522,1,0,4.75,4,17,75,2,2
492,0,23524,1,1,3.0,8,6,50,2,2
493,0,23556,2,2,2.5,8,4,54,2,2
494,0,23615,2,1,2.5,8,6,64,2,2
495,0,23633,2,0,4.0,8,4,53,2,2
496,0,23730,2,0,3.75,4,17,76,2,2
497,0,23833,1,0,2.0,2,10,60,2,2
498,0,23860,2,1,3.0,8,4,78,2,2
499,0,23880,1,0,3.0,2,10,58,2,2
500,0,23891,2,1,3.0,8,3,26,2,2
501,0,23906,2,0,3.75,4,17,76,2,2
502,0,23911,1,1,2.5,8,4,54,2,2
503,0,23933,1,0,3.1,8,4,71,2,2
504,0,23942,1,0,2.2,2,22,4,2,2
505,0,23980,2,0,3.75,2,0,47,2,2
506,0,24080,1,0,3.5,2,22,2,2,2
507,0,24124,2,0,3.0,2,10,58,2,2
508,0,24130,1,0,2.0,2,13,16,2,2
509,0,24142,2,1,2.0,2,10,60,2,2
510,0,24164,2,0,4.5,4,17,20,2,2
511,0,24222,2,0,2.55,8,4,72,2,2
512,0,24248,2,1,3.0,8,4,78,2,2
513,0,24249,2,1,4.25,2,0,48,2,2
514,0,24249,1,1,3.75,0,23,0,2,2
515,0,24322,1,0,3.0,8,6,50,2,2
516,0,24376,2,1,3.0,2,0,29,2,2
517,0,24463,1,1,3.75,2,0,47,2,2
518,0,24475,2,1,3.0,2,10,58,2,2
519,0,24479,1,0,4.0,8,4,53,2,2
520,0,24487,2,1,3.5,2,22,2,2,2
521,0,24507,1,0,3.75,4,17,76,2,2
522,0,24531,1,1,4.25,2,0,6,2,2
523,0,24540,2,0,3.5,2,22,2,2,2
524,0,24551,2,1,4.0,8,4,53,2,2
525,0,24586,2,0,3.75,2,0,5,2,2
526,0,24619,2,0,3.0,2,13,32,2,2
527,0,24638,1,0,4.0,8,4,53,2,2
528,0,24767,1,1,3.0,8,3,26,2,2
529,0,24793,1,1,3.75,2,0,5,2,2
530,0,24836,1,1,2.5,8,5,69,2,2
531,0,24836,1,1,3.0,0,27,55,2,2
532,0,24951,2,0,2.5,8,6,64,2,2
533,0,24954,1,0,3.75,2,0,47,2,2
534,0,24992,2,0,3.0,8,3,23,2,2
535,0,25063,1,1,3.0,8,6,50,2,2
536,0,25073,2,1,4.75,4,17,75,2,2
537,0,25078,1,0,3.75,2,0,5,2,2
538,0,25098,2,1,3.5,2,22,2,2,2
539,0,25137,1,0,3.75,4,17,76,2,2
540,0,25160,2,0,4.0,8,4,53,2,2
541,0,25163,2,0,3.0,8,5,68,2,2
542,0,25176,1,0,3.0,2,0,29,2,2
543,0,25262,1,0,2.5,8,4,54,2,2
544,0,25283,1,1,4.75,4,17,75,2,2
545,0,25299,1,1,3.0,2,22,3,2,2
546,0,25384,1,0,3.75,2,25,43,2,2
547,0,25459,1,1,3.0,2,13,32,2,2
548,0,25574,1,0,3.1,2,25,44,2,2
549,0,25587,1,0,4.0,8,4,53,2,2
550,0,25593,1,0,4.25,2,0,48,2,2
551,1,1011,1,2,3.0,2,0,61,1,2
552,1,1373,1,2,3.0,8,3,23,1,2
553,1,1529,2,2,2.0,2,13,16,1,2
554,1,1532,1,2,3.1,8,4,71,1,2
555,1,1532,1,2,3.25,0,27,17,1,2
